@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric

@data
187,'2026/05/14 12:03:25:270',1,0.730345,0.926739,0,0.61232,0.430617,-0.074055,0.919803,0.556425,-0.089058,1,0,0
188,'2026/05/14 12:03:25:307',1,0.730588,0.925165,0,0.612095,0.431558,-0.075393,0.920725,0.55852,-0.091446,1,0,0
189,'2026/05/14 12:03:25:337',1,0.730455,0.924219,0,0.614837,0.429914,-0.073638,0.920064,0.556763,-0.090764,1,0,0
190,'2026/05/14 12:03:25:378',1,0.730864,0.923493,0,0.612626,0.432962,-0.076599,0.921181,0.558461,-0.094053,1,0,0
191,'2026/05/14 12:03:25:400',1,0.731309,0.924174,0,0.614175,0.431775,-0.073628,0.920887,0.557928,-0.091452,1,0,0
192,'2026/05/14 12:03:25:432',1,0.73147,0.924787,0,0.614869,0.430143,-0.073349,0.920696,0.557249,-0.089402,1,0,0
193,'2026/05/14 12:03:25:464',1,0.731645,0.923907,0,0.614989,0.432154,-0.072888,0.921965,0.558967,-0.091653,1,0,0
194,'2026/05/14 12:03:25:494',1,0.731147,0.9218,0,0.616594,0.430357,-0.075128,0.920682,0.558297,-0.093407,1,0,0
195,'2026/05/14 12:03:25:526',1,0.730473,0.92475,0,0.616787,0.42857,-0.073267,0.920579,0.55781,-0.091497,1,0,0
196,'2026/05/14 12:03:25:556',1,0.730641,0.923063,0,0.616297,0.431433,-0.07435,0.919946,0.55848,-0.093521,1,0,0
197,'2026/05/14 12:03:25:589',1,0.731456,0.92324,0,0.614673,0.429976,-0.072847,0.92075,0.558432,-0.090586,1,0,0
198,'2026/05/14 12:03:25:620',1,0.730007,0.922454,0,0.615919,0.429651,-0.074633,0.920379,0.559191,-0.093528,1,0,0
199,'2026/05/14 12:03:25:668',1,0.731769,0.921588,0,0.613709,0.432316,-0.0733,0.922697,0.557972,-0.092882,1,0,0
200,'2026/05/14 12:03:25:701',1,0.7316,0.923554,0,0.613922,0.433214,-0.07204,0.921398,0.557907,-0.091169,1,0,0
201,'2026/05/14 12:03:25:731',1,0.730269,0.921169,0,0.616669,0.431803,-0.0733,0.921226,0.559695,-0.09364,1,0,0
202,'2026/05/14 12:03:25:764',1,0.73107,0.921497,0,0.61531,0.431748,-0.074499,0.920589,0.559125,-0.093668,1,0,0
203,'2026/05/14 12:03:25:796',1,0.729943,0.921274,0,0.615486,0.432296,-0.074256,0.920866,0.558913,-0.094657,1,0,0
204,'2026/05/14 12:03:25:828',1,0.730453,0.922558,0,0.615697,0.429809,-0.075644,0.919221,0.559146,-0.092548,1,0,0
205,'2026/05/14 12:03:25:860',1,0.731694,0.924224,0,0.612973,0.43349,-0.074169,0.920982,0.558261,-0.090579,1,0,0
206,'2026/05/14 12:03:25:891',1,0.731491,0.922354,0,0.612319,0.433271,-0.073904,0.922157,0.558675,-0.092539,1,0,0
207,'2026/05/14 12:03:25:924',1,0.731146,0.924921,0,0.614861,0.430047,-0.073302,0.920431,0.55796,-0.090481,1,0,0
208,'2026/05/14 12:03:25:956',1,0.730549,0.924336,0,0.61381,0.431167,-0.075015,0.920013,0.559113,-0.090343,1,0,0
209,'2026/05/14 12:03:25:988',1,0.730482,0.921472,0,0.615042,0.431638,-0.072035,0.920637,0.558859,-0.091882,1,0,0
210,'2026/05/14 12:03:26:021',1,0.731582,0.925501,0,0.612771,0.432985,-0.075298,0.920625,0.557655,-0.090642,1,0,0
211,'2026/05/14 12:03:26:073',1,0.730909,0.923734,0,0.615495,0.429813,-0.075153,0.920756,0.558173,-0.091964,1,0,0
212,'2026/05/14 12:03:26:141',1,0.73086,0.923967,0,0.615565,0.429742,-0.075894,0.920898,0.558231,-0.09164,1,0,0
213,'2026/05/14 12:03:26:187',1,0.731498,0.925062,0,0.613642,0.432342,-0.075025,0.920954,0.559152,-0.09175,1,0,0
214,'2026/05/14 12:03:26:225',1,0.7307,0.925343,0,0.61329,0.430586,-0.074345,0.921681,0.558592,-0.091119,1,0,0
215,'2026/05/14 12:03:26:249',1,0.730543,0.92352,0,0.612752,0.432504,-0.074053,0.921136,0.558774,-0.09188,1,0,0
216,'2026/05/14 12:03:26:309',1,0.730717,0.921311,0,0.616443,0.432578,-0.074023,0.920982,0.559637,-0.094826,1,0,0
217,'2026/05/14 12:03:26:341',1,0.731366,0.923658,0,0.614104,0.43335,-0.07149,0.923828,0.559529,-0.092916,1,0,0
218,'2026/05/14 12:03:26:365',1,0.731792,0.921531,0,0.617247,0.430228,-0.07448,0.921347,0.560251,-0.09364,1,0,0
219,'2026/05/14 12:03:26:398',1,0.730956,0.923721,0,0.616923,0.429563,-0.077971,0.921407,0.558215,-0.094201,1,0,0
220,'2026/05/14 12:03:26:430',1,0.730383,0.924517,0,0.615975,0.429308,-0.073785,0.921911,0.55721,-0.090051,1,0,0
221,'2026/05/14 12:03:26:463',1,0.730688,0.921722,0,0.617273,0.432092,-0.070165,0.923194,0.559262,-0.093272,1,0,0
222,'2026/05/14 12:03:26:491',1,0.730704,0.925096,0,0.61547,0.429729,-0.072317,0.921872,0.557446,-0.089814,1,0,0
223,'2026/05/14 12:03:26:528',1,0.731275,0.92157,0,0.617588,0.430107,-0.073747,0.921167,0.559495,-0.093503,1,0,0
224,'2026/05/14 12:03:26:558',1,0.728453,0.924711,0,0.616718,0.428242,-0.079285,0.92097,0.558546,-0.093451,1,0,0
225,'2026/05/14 12:03:26:601',1,0.729947,0.925153,0,0.615191,0.4285,-0.075268,0.922062,0.557149,-0.090676,1,0,0
226,'2026/05/14 12:03:26:632',1,0.7314,0.924952,0,0.614367,0.430494,-0.073443,0.922231,0.559772,-0.09161,1,0,0
227,'2026/05/14 12:03:26:662',1,0.730838,0.925149,0,0.616412,0.427383,-0.073385,0.92163,0.55621,-0.089209,1,0,0
228,'2026/05/14 12:03:26:694',1,0.731968,0.925152,0,0.614875,0.428992,-0.077104,0.923061,0.557539,-0.092053,1,0,0
229,'2026/05/14 12:03:26:726',1,0.730979,0.924936,0,0.616881,0.427553,-0.074247,0.922618,0.55699,-0.091954,1,0,0
230,'2026/05/14 12:03:26:759',1,0.73236,0.926448,0,0.615887,0.429179,-0.074418,0.923114,0.557435,-0.090251,1,0,0
231,'2026/05/14 12:03:26:788',1,0.732474,0.926499,0,0.615743,0.428867,-0.076721,0.923464,0.55734,-0.091006,1,0,0
232,'2026/05/14 12:03:26:819',1,0.732477,0.925608,0,0.616122,0.429271,-0.073753,0.924508,0.558373,-0.090459,1,0,0
233,'2026/05/14 12:03:26:858',1,0.733213,0.9218,0,0.616623,0.429648,-0.074788,0.923304,0.557364,-0.092371,1,0,0
234,'2026/05/14 12:03:26:896',1,0.731058,0.925833,0,0.617777,0.428935,-0.080166,0.922665,0.557077,-0.093121,1,0,0
235,'2026/05/14 12:03:26:928',1,0.731757,0.925998,0,0.617204,0.429387,-0.077178,0.923233,0.556455,-0.091718,1,0,0
236,'2026/05/14 12:03:26:982',1,0.732627,0.924829,0,0.617283,0.428106,-0.078926,0.923654,0.556434,-0.093079,1,0,0
237,'2026/05/14 12:03:27:016',1,0.73151,0.926426,0,0.617027,0.429569,-0.076141,0.924449,0.558211,-0.091821,1,0,0
238,'2026/05/14 12:03:27:053',1,0.731714,0.926943,0,0.617252,0.427824,-0.080773,0.924864,0.55747,-0.093563,1,0,0
239,'2026/05/14 12:03:27:084',1,0.732222,0.925615,0,0.617703,0.429525,-0.076493,0.924426,0.55939,-0.092195,1,0,0
240,'2026/05/14 12:03:27:118',1,0.732441,0.924987,0,0.615903,0.428795,-0.077328,0.924363,0.556872,-0.093458,1,0,0
241,'2026/05/14 12:03:27:163',1,0.730681,0.924825,0,0.618147,0.428836,-0.076269,0.922258,0.558312,-0.091568,1,0,0
242,'2026/05/14 12:03:27:193',1,0.731943,0.924021,0,0.615047,0.431424,-0.075535,0.922285,0.559466,-0.091184,1,0,0
243,'2026/05/14 12:03:27:224',1,0.731867,0.924342,0,0.613625,0.431702,-0.075469,0.924166,0.558246,-0.091554,1,0,0
244,'2026/05/14 12:03:27:270',1,0.731381,0.924206,0,0.615594,0.431201,-0.074098,0.921946,0.558546,-0.088507,1,0,0
245,'2026/05/14 12:03:27:303',1,0.73195,0.921479,0,0.617671,0.428936,-0.075264,0.922223,0.558138,-0.091671,1,0,0
246,'2026/05/14 12:03:27:335',1,0.730704,0.924551,0,0.614324,0.432701,-0.074232,0.922798,0.559203,-0.091339,1,0,0
247,'2026/05/14 12:03:27:366',1,0.731286,0.922736,0,0.613992,0.432884,-0.074618,0.922609,0.55899,-0.091009,1,0,0
248,'2026/05/14 12:03:27:396',1,0.730494,0.923394,0,0.616269,0.429094,-0.075768,0.921872,0.558235,-0.091278,1,0,0
249,'2026/05/14 12:03:27:428',1,0.730984,0.923117,0,0.612953,0.43312,-0.075258,0.922337,0.559183,-0.092622,1,0,0
250,'2026/05/14 12:03:27:462',1,0.730315,0.92339,0,0.612709,0.433593,-0.074301,0.922065,0.557788,-0.093183,1,0,0
251,'2026/05/14 12:03:27:493',1,0.730141,0.924567,0,0.612506,0.433281,-0.071,0.922444,0.557757,-0.090441,1,0,0
252,'2026/05/14 12:03:27:525',1,0.730694,0.925906,0,0.612638,0.431574,-0.074643,0.921035,0.556433,-0.090037,1,0,0
253,'2026/05/14 12:03:27:567',1,0.73087,0.927098,0,0.611773,0.431829,-0.076622,0.92188,0.55755,-0.092488,1,0,0
254,'2026/05/14 12:03:27:612',1,0.73006,0.92443,0,0.612268,0.430447,-0.073535,0.920116,0.557859,-0.089985,1,0,0
255,'2026/05/14 12:03:27:654',1,0.731467,0.925898,0,0.613619,0.432,-0.072556,0.921309,0.556427,-0.090711,1,0,0
256,'2026/05/14 12:03:27:694',1,0.730091,0.924519,0,0.611582,0.433164,-0.070085,0.921062,0.55819,-0.089616,1,0,0
257,'2026/05/14 12:03:27:730',1,0.730568,0.923917,0,0.610958,0.43362,-0.074562,0.921129,0.558177,-0.092248,1,0,0
258,'2026/05/14 12:03:27:763',1,0.730261,0.924216,0,0.611641,0.433933,-0.070604,0.921602,0.558156,-0.090447,1,0,0
259,'2026/05/14 12:03:27:804',1,0.729999,0.924729,0,0.614112,0.431159,-0.075115,0.920513,0.55789,-0.090936,1,0,0
260,'2026/05/14 12:03:27:854',1,0.731053,0.923788,0,0.61314,0.434246,-0.072783,0.92059,0.557915,-0.089509,1,0,0
261,'2026/05/14 12:03:27:897',1,0.729892,0.924327,0,0.613383,0.430902,-0.077327,0.920882,0.558051,-0.092301,1,0,0
262,'2026/05/14 12:03:27:943',1,0.730951,0.923883,0,0.614141,0.430975,-0.073349,0.921039,0.55911,-0.090625,1,0,0
263,'2026/05/14 12:03:27:966',1,0.731575,0.922003,0,0.614636,0.430864,-0.073823,0.920883,0.558772,-0.090339,1,0,0
264,'2026/05/14 12:03:28:008',1,0.730534,0.917645,0,0.614553,0.434959,-0.073757,0.922728,0.558625,-0.093947,1,0,0
265,'2026/05/14 12:03:28:051',1,0.731723,0.920517,0,0.614535,0.434651,-0.07326,0.923008,0.558276,-0.093457,1,0,0
266,'2026/05/14 12:03:28:091',1,0.731966,0.924757,0,0.614705,0.434366,-0.073534,0.921243,0.557671,-0.090352,1,0,0
267,'2026/05/14 12:03:28:124',1,0.731541,0.921226,0,0.614005,0.435095,-0.074703,0.923479,0.559409,-0.09241,1,0,0
268,'2026/05/14 12:03:28:164',1,0.732074,0.920132,0,0.615634,0.434749,-0.069828,0.92376,0.558414,-0.090825,1,0,0
269,'2026/05/14 12:03:28:187',1,0.731646,0.922348,0,0.615739,0.433775,-0.073524,0.922669,0.559964,-0.090392,1,0,0
270,'2026/05/14 12:03:28:221',1,0.732192,0.922679,0,0.616442,0.434774,-0.071907,0.922701,0.559991,-0.09057,1,0,0
271,'2026/05/14 12:03:28:257',1,0.732418,0.921535,0,0.617958,0.431038,-0.07468,0.922599,0.560208,-0.091271,1,0,0
272,'2026/05/14 12:03:28:285',1,0.731778,0.92273,0,0.619036,0.430615,-0.074278,0.922252,0.558439,-0.089149,1,0,0
273,'2026/05/14 12:03:28:321',1,0.732207,0.924631,0,0.617684,0.431779,-0.074612,0.922725,0.558854,-0.090333,1,0,0
274,'2026/05/14 12:03:28:369',1,0.73286,0.921789,0,0.617701,0.432972,-0.071276,0.92228,0.559652,-0.089704,1,0,0
275,'2026/05/14 12:03:28:395',1,0.731833,0.919928,0,0.615074,0.433378,-0.072977,0.923483,0.557537,-0.091839,1,0,0
276,'2026/05/14 12:03:28:424',1,0.730926,0.919378,0,0.617111,0.43527,-0.072346,0.923334,0.558961,-0.092565,1,0,0
277,'2026/05/14 12:03:28:470',1,0.731411,0.921229,0,0.615376,0.434508,-0.072201,0.923115,0.560247,-0.091183,1,0,0
278,'2026/05/14 12:03:51:589',2,0.785983,0.876241,-0.000001,0.704745,0.728811,-0.056373,0.8008,0.734591,-0.017242,0,1,0
279,'2026/05/14 12:03:51:621',2,0.787293,0.876162,-0.000001,0.705368,0.729827,-0.053483,0.80071,0.734675,-0.016063,0,1,0
280,'2026/05/14 12:03:51:650',2,0.787398,0.874654,-0.000001,0.706882,0.730786,-0.0506,0.802326,0.734714,-0.016725,0,1,0
281,'2026/05/14 12:03:51:682',2,0.786591,0.873189,-0.000001,0.708777,0.730258,-0.054854,0.803262,0.734544,-0.016399,0,1,0
282,'2026/05/14 12:03:51:708',2,0.788305,0.876388,-0.000001,0.7096,0.73069,-0.054404,0.807503,0.734687,-0.018519,0,1,0
283,'2026/05/14 12:03:51:740',2,0.791121,0.877715,-0.000001,0.71142,0.730791,-0.052944,0.808874,0.73439,-0.017886,0,1,0
284,'2026/05/14 12:03:51:771',2,0.790364,0.876058,-0.000001,0.712674,0.731239,-0.055338,0.81021,0.734663,-0.019525,0,1,0
285,'2026/05/14 12:03:51:829',2,0.793231,0.872698,-0.000001,0.713547,0.731981,-0.050667,0.81025,0.735988,-0.015806,0,1,0
286,'2026/05/14 12:03:51:888',2,0.79222,0.874171,-0.000001,0.713821,0.732521,-0.052142,0.811461,0.735781,-0.01765,0,1,0
287,'2026/05/14 12:03:51:917',2,0.794057,0.873635,-0.000001,0.715755,0.733981,-0.051602,0.812607,0.735136,-0.013959,0,1,0
288,'2026/05/14 12:03:51:948',2,0.795657,0.874384,-0.000001,0.716321,0.732198,-0.05476,0.814205,0.735681,-0.01584,0,1,0
289,'2026/05/14 12:03:51:986',2,0.797347,0.874303,-0.000001,0.718603,0.732126,-0.053248,0.815395,0.735082,-0.015869,0,1,0
290,'2026/05/14 12:03:52:021',2,0.798291,0.871207,-0.000001,0.718588,0.730143,-0.053514,0.817253,0.735631,-0.016529,0,1,0
291,'2026/05/14 12:03:52:056',2,0.799492,0.871855,-0.000001,0.721217,0.729947,-0.055445,0.819583,0.735635,-0.016763,0,1,0
292,'2026/05/14 12:03:52:091',2,0.805164,0.872861,-0.000001,0.723003,0.728155,-0.052661,0.821991,0.734741,-0.015683,0,1,0
293,'2026/05/14 12:03:52:116',2,0.805681,0.872962,-0.000001,0.72773,0.727496,-0.05276,0.82303,0.735237,-0.017671,0,1,0
294,'2026/05/14 12:03:52:149',2,0.809357,0.873286,-0.000001,0.730283,0.727341,-0.054265,0.827276,0.732826,-0.017023,0,1,0
295,'2026/05/14 12:03:52:179',2,0.811332,0.872944,-0.000001,0.732271,0.726741,-0.054507,0.8308,0.733298,-0.014561,0,1,0
296,'2026/05/14 12:03:52:220',2,0.81388,0.872129,-0.000001,0.73408,0.726193,-0.053969,0.832737,0.734088,-0.013724,0,1,0
297,'2026/05/14 12:03:52:258',2,0.815086,0.871425,-0.000001,0.736687,0.726689,-0.057048,0.835367,0.733632,-0.016506,0,1,0
298,'2026/05/14 12:03:52:291',2,0.815782,0.87024,-0.000001,0.737157,0.725872,-0.052652,0.835507,0.735394,-0.016416,0,1,0
299,'2026/05/14 12:03:52:321',2,0.817671,0.872926,-0.000001,0.740534,0.72547,-0.050314,0.836931,0.734845,-0.012154,0,1,0
300,'2026/05/14 12:03:52:352',2,0.817882,0.873448,-0.000001,0.741004,0.726976,-0.052551,0.839074,0.734198,-0.016187,0,1,0
301,'2026/05/14 12:03:52:384',2,0.817373,0.871561,-0.000001,0.740044,0.727412,-0.052193,0.839112,0.736911,-0.015629,0,1,0
302,'2026/05/14 12:03:52:414',2,0.819249,0.874423,-0.000001,0.740111,0.728891,-0.051762,0.838252,0.736315,-0.013445,0,1,0
303,'2026/05/14 12:03:52:447',2,0.81953,0.873636,-0.000001,0.741344,0.729393,-0.051413,0.837998,0.737109,-0.014134,0,1,0
304,'2026/05/14 12:03:52:476',2,0.818525,0.874935,-0.000001,0.741584,0.728005,-0.053251,0.840018,0.736054,-0.015022,0,1,0
305,'2026/05/14 12:03:52:508',2,0.819118,0.873424,-0.000001,0.7413,0.728063,-0.054547,0.839729,0.736129,-0.016853,0,1,0
306,'2026/05/14 12:03:52:539',2,0.821095,0.872619,-0.000001,0.742348,0.726608,-0.056299,0.839188,0.735239,-0.017487,0,1,0
307,'2026/05/14 12:03:52:570',2,0.821868,0.87435,-0.000001,0.742283,0.723816,-0.058039,0.841097,0.733214,-0.015125,0,1,0
308,'2026/05/14 12:03:52:612',2,0.822001,0.875779,-0.000001,0.742335,0.720739,-0.062176,0.841864,0.733137,-0.018541,0,1,0
309,'2026/05/14 12:03:52:654',2,0.823226,0.874755,-0.000001,0.74274,0.721324,-0.0599,0.842298,0.732313,-0.016221,0,1,0
310,'2026/05/14 12:03:52:681',2,0.822165,0.875063,-0.000001,0.739864,0.724007,-0.056867,0.841818,0.731036,-0.013318,0,1,0
311,'2026/05/14 12:03:52:718',2,0.820717,0.878898,-0.000001,0.738449,0.724431,-0.058098,0.842656,0.731683,-0.015983,0,1,0
312,'2026/05/14 12:03:52:741',2,0.820767,0.876486,-0.000001,0.737135,0.722016,-0.063619,0.842459,0.730031,-0.018331,0,1,0
313,'2026/05/14 12:03:52:792',2,0.819658,0.87649,-0.000001,0.734836,0.722515,-0.065313,0.841304,0.729922,-0.019455,0,1,0
314,'2026/05/14 12:03:52:820',2,0.818569,0.876815,-0.000001,0.734167,0.722123,-0.066291,0.840481,0.730328,-0.019777,0,1,0
315,'2026/05/14 12:03:52:851',2,0.817149,0.878199,-0.000001,0.733144,0.723085,-0.066271,0.839515,0.730923,-0.020522,0,1,0
316,'2026/05/14 12:03:52:896',2,0.817536,0.880076,-0.000001,0.731286,0.7228,-0.066952,0.839115,0.730005,-0.020936,0,1,0
317,'2026/05/14 12:03:52:933',2,0.817418,0.880065,-0.000001,0.731269,0.722189,-0.06889,0.838499,0.730205,-0.021597,0,1,0
318,'2026/05/14 12:03:52:965',2,0.81668,0.880548,-0.000001,0.729452,0.724626,-0.067236,0.837439,0.729455,-0.023442,0,1,0
319,'2026/05/14 12:03:52:992',2,0.813489,0.880496,-0.000001,0.727234,0.722729,-0.072875,0.838061,0.730287,-0.023969,0,1,0
320,'2026/05/14 12:03:53:025',2,0.813863,0.880773,-0.000001,0.728363,0.722408,-0.072335,0.837999,0.729484,-0.024643,0,1,0
321,'2026/05/14 12:03:53:056',2,0.814049,0.881307,-0.000001,0.727421,0.720989,-0.07608,0.838957,0.728568,-0.024379,0,1,0
322,'2026/05/14 12:03:53:086',2,0.815339,0.882929,-0.000001,0.726552,0.719739,-0.0739,0.83878,0.728729,-0.021021,0,1,0
323,'2026/05/14 12:03:53:119',2,0.816048,0.880112,-0.000001,0.727861,0.721717,-0.071116,0.83862,0.729906,-0.023393,0,1,0
324,'2026/05/14 12:03:53:148',2,0.816533,0.881215,-0.000001,0.728306,0.720636,-0.071681,0.840145,0.728515,-0.021389,0,1,0
325,'2026/05/14 12:03:53:190',2,0.817437,0.881981,-0.000001,0.729329,0.721942,-0.070802,0.839794,0.728892,-0.020446,0,1,0
326,'2026/05/14 12:03:53:226',2,0.816922,0.879598,-0.000001,0.729595,0.721626,-0.073798,0.84048,0.729519,-0.021255,0,1,0
327,'2026/05/14 12:03:53:282',2,0.815169,0.880536,-0.000001,0.727964,0.720859,-0.074265,0.838402,0.729994,-0.022465,0,1,0
328,'2026/05/14 12:03:53:324',2,0.812097,0.881934,-0.000001,0.724517,0.722118,-0.073047,0.834953,0.729342,-0.024283,0,1,0
329,'2026/05/14 12:03:53:353',2,0.810489,0.883448,-0.000001,0.723368,0.723986,-0.073439,0.833394,0.730083,-0.024848,0,1,0
330,'2026/05/14 12:03:53:383',2,0.808927,0.880692,-0.000001,0.720237,0.723297,-0.075056,0.831444,0.729854,-0.024336,0,1,0
331,'2026/05/14 12:03:53:413',2,0.808421,0.881415,-0.000001,0.718888,0.724728,-0.07273,0.828907,0.731541,-0.023965,0,1,0
332,'2026/05/14 12:03:53:445',2,0.808349,0.881095,-0.000001,0.719725,0.725103,-0.073553,0.828783,0.731973,-0.023512,0,1,0
333,'2026/05/14 12:03:53:485',2,0.810663,0.881883,-0.000001,0.720181,0.725998,-0.070902,0.828972,0.731464,-0.024128,0,1,0
334,'2026/05/14 12:03:53:509',2,0.810103,0.881017,-0.000001,0.72043,0.724295,-0.075022,0.831544,0.729978,-0.024745,0,1,0
335,'2026/05/14 12:03:53:542',2,0.810875,0.880753,-0.000001,0.723157,0.722644,-0.075833,0.833395,0.729806,-0.023695,0,1,0
336,'2026/05/14 12:03:53:572',2,0.81162,0.879297,-0.000001,0.723649,0.721763,-0.074212,0.833421,0.729128,-0.022926,0,1,0
337,'2026/05/14 12:03:53:619',2,0.812721,0.879912,-0.000001,0.724772,0.722801,-0.076091,0.835638,0.729336,-0.025961,0,1,0
338,'2026/05/14 12:03:53:656',2,0.813146,0.879365,-0.000001,0.725176,0.721926,-0.074193,0.835177,0.729498,-0.022371,0,1,0
339,'2026/05/14 12:03:53:681',2,0.813607,0.879318,-0.000001,0.726214,0.722163,-0.073779,0.836273,0.729207,-0.023235,0,1,0
340,'2026/05/14 12:03:53:710',2,0.812441,0.879594,-0.000001,0.72509,0.72295,-0.072185,0.835644,0.729858,-0.023184,0,1,0
341,'2026/05/14 12:03:53:742',2,0.81422,0.881022,-0.000001,0.726701,0.723083,-0.073028,0.836705,0.730381,-0.022827,0,1,0
342,'2026/05/14 12:03:53:772',2,0.813567,0.879869,-0.000001,0.725381,0.722381,-0.071098,0.835942,0.731135,-0.022353,0,1,0
343,'2026/05/14 12:03:53:804',2,0.814072,0.881456,-0.000001,0.726662,0.722685,-0.074376,0.836764,0.730705,-0.023368,0,1,0
344,'2026/05/14 12:03:53:835',2,0.814393,0.879342,-0.000001,0.725834,0.720868,-0.072398,0.836297,0.729518,-0.02226,0,1,0
345,'2026/05/14 12:03:53:869',2,0.813951,0.881343,-0.000001,0.726342,0.721678,-0.072461,0.836365,0.730422,-0.021287,0,1,0
346,'2026/05/14 12:03:53:898',2,0.812808,0.879675,-0.000001,0.726389,0.721221,-0.074062,0.835493,0.72923,-0.022991,0,1,0
347,'2026/05/14 12:03:53:931',2,0.814303,0.879158,-0.000001,0.726368,0.722605,-0.071734,0.835266,0.730883,-0.021109,0,1,0
348,'2026/05/14 12:03:53:973',2,0.813405,0.879564,-0.000001,0.725843,0.721598,-0.072512,0.834958,0.729729,-0.023385,0,1,0
349,'2026/05/14 12:03:54:015',2,0.813367,0.879131,-0.000001,0.726343,0.72173,-0.073636,0.836442,0.729897,-0.025112,0,1,0
350,'2026/05/14 12:03:54:059',2,0.812658,0.880385,-0.000001,0.726342,0.722099,-0.074278,0.836408,0.730198,-0.024682,0,1,0
351,'2026/05/14 12:03:54:092',2,0.814334,0.879011,-0.000001,0.726433,0.723144,-0.070925,0.83569,0.731045,-0.022845,0,1,0
352,'2026/05/14 12:03:54:125',2,0.812724,0.88027,-0.000001,0.725826,0.721703,-0.07167,0.836537,0.730096,-0.022813,0,1,0
353,'2026/05/14 12:03:54:150',2,0.812829,0.881079,-0.000001,0.726275,0.722298,-0.072431,0.83584,0.730991,-0.023164,0,1,0
354,'2026/05/14 12:03:54:186',2,0.81381,0.881784,-0.000001,0.726475,0.723305,-0.06919,0.836378,0.730474,-0.02298,0,1,0
355,'2026/05/14 12:03:54:216',2,0.813001,0.881877,-0.000001,0.726259,0.723911,-0.071309,0.836231,0.729922,-0.023727,0,1,0
356,'2026/05/14 12:03:54:248',2,0.812822,0.881282,-0.000001,0.72542,0.723143,-0.073444,0.835716,0.729916,-0.024404,0,1,0
357,'2026/05/14 12:03:54:287',2,0.813218,0.88002,-0.000001,0.725295,0.723486,-0.072343,0.835404,0.730432,-0.024685,0,1,0
358,'2026/05/14 12:03:54:310',2,0.812404,0.879001,-0.000001,0.725409,0.724437,-0.073945,0.833883,0.730694,-0.02485,0,1,0
359,'2026/05/14 12:03:54:344',2,0.81255,0.880958,-0.000001,0.724672,0.725743,-0.072245,0.834308,0.7311,-0.025293,0,1,0
360,'2026/05/14 12:03:54:375',2,0.811508,0.879569,-0.000001,0.724581,0.722888,-0.074983,0.834329,0.730234,-0.024539,0,1,0
361,'2026/05/14 12:03:54:408',2,0.811659,0.880923,-0.000001,0.72321,0.722906,-0.073796,0.833581,0.73034,-0.023901,0,1,0
362,'2026/05/14 12:03:54:440',2,0.812289,0.880497,-0.000001,0.72448,0.725108,-0.07331,0.832523,0.732269,-0.0253,0,1,0
363,'2026/05/14 12:03:54:469',2,0.812019,0.879301,-0.000001,0.723306,0.722264,-0.075805,0.832891,0.729586,-0.023411,0,1,0
364,'2026/05/14 12:03:54:501',2,0.81035,0.88085,-0.000001,0.723627,0.723856,-0.074235,0.833934,0.730619,-0.025969,0,1,0
365,'2026/05/14 12:03:54:532',2,0.810897,0.879959,-0.000001,0.722608,0.722516,-0.074597,0.832583,0.729111,-0.024534,0,1,0
366,'2026/05/14 12:03:54:564',2,0.811145,0.880773,-0.000001,0.722907,0.723102,-0.077441,0.834184,0.729284,-0.024898,0,1,0
367,'2026/05/14 12:03:54:594',2,0.811138,0.879064,-0.000001,0.722314,0.721546,-0.075081,0.832399,0.729599,-0.024683,0,1,0
368,'2026/05/14 12:03:54:627',2,0.811287,0.879494,-0.000001,0.722982,0.722313,-0.073831,0.832619,0.7302,-0.023907,0,1,0
369,'2026/05/14 12:03:54:658',2,0.810741,0.880007,-0.000001,0.723579,0.722264,-0.075673,0.833227,0.72935,-0.025082,0,1,0
370,'2026/05/14 12:03:54:690',2,0.811104,0.879157,-0.000001,0.723685,0.723184,-0.073232,0.83285,0.730446,-0.023204,0,1,0
371,'2026/05/14 12:03:54:722',2,0.812241,0.881132,-0.000001,0.724882,0.722157,-0.071718,0.835241,0.73062,-0.022598,0,1,0
372,'2026/05/14 12:03:54:762',2,0.812306,0.879938,-0.000001,0.725264,0.720932,-0.075757,0.835599,0.72935,-0.024935,0,1,0
373,'2026/05/14 12:03:54:785',2,0.812516,0.879504,-0.000001,0.725772,0.721661,-0.074787,0.835228,0.731703,-0.02579,0,1,0
374,'2026/05/14 12:03:54:816',2,0.813039,0.878966,-0.000001,0.725416,0.721893,-0.073987,0.835619,0.730929,-0.025053,0,1,0
375,'2026/05/14 12:03:54:858',2,0.812861,0.878798,-0.000001,0.726163,0.72173,-0.073858,0.835291,0.73112,-0.022335,0,1,0
376,'2026/05/14 12:03:54:895',2,0.812725,0.879464,-0.000001,0.726188,0.720863,-0.075198,0.83668,0.729545,-0.023047,0,1,0
