@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric

@data
1059,'2026/05/06 10:41:05:471',5,0.635839,0.795473,0,0.606705,0.730893,-0.00711,0.568158,0.674218,-0.014106,0.552338,0.622164,-0.021495,0.549266,0.579019,-0.029443,0.49214,0.72063,-0.015042,0.483166,0.790486,-0.026547,0.506881,0.796756,-0.037262,0.522173,0.780799,-0.045399,0.491904,0.764524,-0.020358,0.487434,0.838711,-0.027323,0.512406,0.838059,-0.033027,0.52862,0.817632,-0.039955,0.503265,0.808556,-0.025751,0.498969,0.871894,-0.035071,0.52176,0.866966,-0.035312,0.537567,0.846208,-0.036865,0.518784,0.848208,-0.032312,0.52,0.897796,-0.041617,0.540364,0.894653,-0.039885,0.553864,0.876876,-0.037395,1,1,0.6
1060,'2026/05/06 10:41:05:501',5,0.637268,0.794369,0,0.607916,0.730693,-0.004443,0.569051,0.675197,-0.009875,0.552482,0.623426,-0.016154,0.550222,0.580675,-0.023423,0.491787,0.721354,-0.011072,0.483775,0.790939,-0.019722,0.506895,0.799334,-0.029036,0.522018,0.784957,-0.036602,0.491432,0.76406,-0.016935,0.487718,0.840095,-0.020557,0.511977,0.841571,-0.025393,0.528167,0.822007,-0.032388,0.503193,0.807766,-0.022569,0.499009,0.873339,-0.028772,0.521305,0.870049,-0.029139,0.53719,0.850155,-0.031619,0.519436,0.847812,-0.02918,0.52026,0.898964,-0.036436,0.53996,0.896225,-0.03457,0.553172,0.878827,-0.032509,1,1,0.6
1061,'2026/05/06 10:41:05:534',5,0.636642,0.794853,0,0.608571,0.732243,-0.007091,0.568683,0.676008,-0.013934,0.552771,0.623181,-0.021195,0.551506,0.579728,-0.029387,0.492775,0.722863,-0.01502,0.483105,0.789901,-0.025787,0.505613,0.799306,-0.036108,0.520853,0.786587,-0.044127,0.492464,0.76679,-0.020167,0.486276,0.838791,-0.026483,0.510593,0.841272,-0.03179,0.527327,0.822874,-0.038531,0.504168,0.810513,-0.025303,0.498096,0.871662,-0.033911,0.520638,0.869295,-0.033947,0.537107,0.85014,-0.035496,0.520123,0.849703,-0.031595,0.520074,0.897374,-0.040196,0.540153,0.895041,-0.038106,0.554058,0.877334,-0.035543,1,1,0.6
1062,'2026/05/06 10:41:05:570',5,0.635035,0.792783,0,0.606968,0.731358,-0.007395,0.567916,0.675339,-0.015134,0.55331,0.621679,-0.023287,0.552888,0.578476,-0.032624,0.493036,0.721398,-0.017652,0.480974,0.789195,-0.029199,0.503457,0.798046,-0.039883,0.518471,0.784634,-0.048067,0.493649,0.766233,-0.022846,0.484491,0.838621,-0.029712,0.508392,0.841078,-0.034699,0.525173,0.822931,-0.041309,0.505459,0.810281,-0.027967,0.496596,0.871804,-0.036751,0.519093,0.869072,-0.036348,0.535739,0.849788,-0.037729,0.521031,0.849623,-0.034223,0.518344,0.898689,-0.042898,0.538125,0.896104,-0.040633,0.552008,0.87789,-0.038071,1,1,0.6
1063,'2026/05/06 10:41:05:611',5,0.637577,0.796271,0,0.608123,0.731833,-0.006744,0.568883,0.675024,-0.01388,0.55237,0.62227,-0.021475,0.549291,0.578642,-0.029596,0.493042,0.719592,-0.01559,0.481093,0.792714,-0.026782,0.505293,0.799383,-0.036786,0.520938,0.782627,-0.044418,0.49348,0.763278,-0.021235,0.486227,0.840659,-0.02808,0.511467,0.839922,-0.033048,0.528402,0.81887,-0.039505,0.504964,0.807504,-0.026869,0.498664,0.872095,-0.0358,0.521466,0.866958,-0.035256,0.537475,0.845818,-0.036414,0.520425,0.847893,-0.03365,0.519501,0.896339,-0.042189,0.539702,0.892572,-0.039658,0.553315,0.874122,-0.03675,1,1,0.6
1064,'2026/05/06 10:41:05:659',5,0.637977,0.791847,0,0.608275,0.731784,-0.00732,0.567836,0.676848,-0.015948,0.551872,0.622667,-0.025174,0.55157,0.577917,-0.035351,0.493463,0.722407,-0.018331,0.479768,0.794079,-0.030794,0.502395,0.801672,-0.041505,0.516825,0.785955,-0.049515,0.494679,0.765593,-0.024087,0.484664,0.841625,-0.031965,0.50838,0.841455,-0.036554,0.524053,0.820588,-0.042705,0.507115,0.80913,-0.029843,0.497507,0.874074,-0.038671,0.519607,0.869734,-0.037547,0.534891,0.848553,-0.038522,0.523366,0.848776,-0.036852,0.520065,0.899963,-0.045083,0.539587,0.895681,-0.042581,0.552821,0.876254,-0.039917,1,1,0.6
1065,'2026/05/06 10:41:05:689',5,0.638343,0.795268,0,0.608015,0.73177,-0.006217,0.568665,0.675667,-0.014015,0.552675,0.620817,-0.022488,0.551688,0.576348,-0.031837,0.490575,0.721645,-0.01626,0.481186,0.792189,-0.027653,0.504153,0.798589,-0.038548,0.518325,0.782546,-0.046996,0.491097,0.766438,-0.022311,0.48577,0.841904,-0.028784,0.509918,0.841303,-0.033969,0.525278,0.820181,-0.04095,0.50331,0.81059,-0.028198,0.498231,0.874181,-0.036371,0.520537,0.868817,-0.035965,0.535826,0.84705,-0.037576,0.51977,0.849983,-0.035238,0.519776,0.899244,-0.043207,0.540053,0.894872,-0.040647,0.55372,0.875563,-0.037901,1,1,0.6
1066,'2026/05/06 10:41:05:720',5,0.638077,0.794545,0,0.607976,0.732702,-0.006772,0.567976,0.675038,-0.014116,0.552271,0.621373,-0.021952,0.550142,0.577192,-0.030694,0.492418,0.722304,-0.015915,0.480358,0.791395,-0.027004,0.503673,0.799805,-0.037137,0.519418,0.784938,-0.045,0.493197,0.765584,-0.02167,0.484876,0.839902,-0.028026,0.509335,0.841908,-0.032908,0.526454,0.822775,-0.039472,0.505765,0.80911,-0.027397,0.497073,0.872924,-0.035566,0.519548,0.871155,-0.034782,0.536145,0.85202,-0.036053,0.522506,0.848497,-0.034309,0.519525,0.900176,-0.042606,0.538981,0.898829,-0.040114,0.552477,0.881443,-0.0374,1,1,0.6
1067,'2026/05/06 10:41:05:755',5,0.637282,0.794352,0,0.607632,0.731995,-0.006647,0.56854,0.67686,-0.014316,0.552677,0.623504,-0.022594,0.551395,0.579183,-0.032017,0.492339,0.722347,-0.015803,0.482369,0.790255,-0.026773,0.504793,0.800821,-0.03723,0.519917,0.788977,-0.045366,0.492577,0.766477,-0.021336,0.484791,0.838946,-0.027768,0.509189,0.843298,-0.03278,0.526555,0.826635,-0.039372,0.504583,0.810395,-0.026747,0.496205,0.871832,-0.035346,0.519051,0.871248,-0.034879,0.536402,0.853814,-0.036108,0.520885,0.849669,-0.033225,0.518448,0.897539,-0.041684,0.538121,0.896947,-0.039157,0.552017,0.880972,-0.036305,1,1,0.6
1068,'2026/05/06 10:41:05:788',5,0.637282,0.794352,0,0.607632,0.731995,-0.006647,0.56854,0.67686,-0.014316,0.552677,0.623504,-0.022594,0.551395,0.579183,-0.032017,0.492339,0.722347,-0.015803,0.482369,0.790255,-0.026773,0.504793,0.800821,-0.03723,0.519917,0.788977,-0.045366,0.492577,0.766477,-0.021336,0.484791,0.838946,-0.027768,0.509189,0.843298,-0.03278,0.526555,0.826635,-0.039372,0.504583,0.810395,-0.026747,0.496205,0.871832,-0.035346,0.519051,0.871248,-0.034879,0.536402,0.853814,-0.036108,0.520885,0.849669,-0.033225,0.518448,0.897539,-0.041684,0.538121,0.896947,-0.039157,0.552017,0.880972,-0.036305,1,1,0.6
1069,'2026/05/06 10:41:05:823',5,0.635167,0.794701,0,0.606486,0.732527,-0.007941,0.568306,0.675543,-0.015876,0.552606,0.622386,-0.023991,0.549977,0.579021,-0.032836,0.491001,0.720575,-0.017828,0.482771,0.789965,-0.029633,0.505779,0.797931,-0.040472,0.520255,0.783054,-0.048867,0.490777,0.76368,-0.023069,0.486788,0.840234,-0.0298,0.511403,0.841446,-0.035007,0.527277,0.821501,-0.04194,0.502345,0.80725,-0.028274,0.498916,0.873202,-0.037225,0.521529,0.869363,-0.036881,0.536872,0.848532,-0.038437,0.518172,0.84683,-0.034756,0.52046,0.899124,-0.04392,0.540841,0.89581,-0.04186,0.553942,0.87723,-0.039345,1,1,0.6
1070,'2026/05/06 10:41:05:860',5,0.6373,0.792397,0,0.606686,0.731305,-0.006122,0.566843,0.676498,-0.013628,0.552008,0.622665,-0.021903,0.551636,0.579189,-0.031171,0.491451,0.722522,-0.014956,0.480606,0.79348,-0.026249,0.503488,0.801535,-0.036887,0.517943,0.786568,-0.045047,0.492267,0.766035,-0.020923,0.484648,0.841417,-0.027381,0.508814,0.842961,-0.032257,0.524574,0.823421,-0.038795,0.504325,0.809257,-0.026885,0.496716,0.873531,-0.034825,0.519037,0.870487,-0.034188,0.53432,0.850208,-0.035603,0.520349,0.848205,-0.034022,0.518015,0.898585,-0.041787,0.537637,0.896567,-0.039186,0.550492,0.878745,-0.036478,1,1,0.6
1071,'2026/05/06 10:41:05:890',5,0.634299,0.796,0,0.605212,0.731702,-0.007794,0.567622,0.674214,-0.015166,0.552389,0.620714,-0.022905,0.550542,0.577589,-0.031491,0.491786,0.718025,-0.015158,0.482342,0.789626,-0.027021,0.50605,0.798439,-0.038606,0.521182,0.783825,-0.047489,0.492206,0.76208,-0.020197,0.485407,0.838974,-0.02767,0.51121,0.840758,-0.034005,0.528665,0.821705,-0.041391,0.50333,0.806891,-0.025361,0.497066,0.87332,-0.035206,0.520855,0.869249,-0.035942,0.537793,0.849163,-0.037832,0.518038,0.847728,-0.031695,0.517408,0.899074,-0.041155,0.537859,0.896127,-0.039484,0.551777,0.877372,-0.037183,1,1,0.6
1072,'2026/05/06 10:41:05:919',5,0.632151,0.791594,0,0.604882,0.730371,-0.008196,0.566864,0.674532,-0.016619,0.552187,0.621327,-0.025324,0.550699,0.578139,-0.035099,0.491668,0.722229,-0.019622,0.478843,0.791878,-0.031757,0.501428,0.800201,-0.042293,0.516501,0.78545,-0.050312,0.493127,0.76582,-0.024862,0.483543,0.841101,-0.032484,0.507241,0.842953,-0.037359,0.523862,0.823151,-0.043985,0.505512,0.809287,-0.030095,0.49674,0.873503,-0.039267,0.518916,0.870142,-0.038401,0.535273,0.849375,-0.039633,0.521693,0.848655,-0.03657,0.51819,0.900664,-0.045481,0.537454,0.89836,-0.043073,0.55105,0.87959,-0.040558,1,1,0.6
1073,'2026/05/06 10:41:05:955',5,0.637388,0.795283,0,0.607648,0.733079,-0.004375,0.56786,0.676626,-0.010491,0.551873,0.622975,-0.017376,0.55214,0.579273,-0.025634,0.492172,0.720996,-0.013776,0.480903,0.787672,-0.022575,0.503852,0.798396,-0.031942,0.519812,0.786588,-0.039549,0.491774,0.765271,-0.019717,0.483704,0.836362,-0.023563,0.507959,0.840158,-0.027947,0.525737,0.82343,-0.034471,0.50325,0.809453,-0.025151,0.494794,0.870003,-0.031168,0.517122,0.868874,-0.030895,0.534528,0.851237,-0.032824,0.518974,0.849494,-0.031458,0.516295,0.898047,-0.038227,0.535759,0.897142,-0.035541,0.549927,0.880817,-0.032877,1,1,0.6
1074,'2026/05/06 10:41:06:002',5,0.636723,0.791414,0,0.607097,0.73145,-0.004743,0.567725,0.678081,-0.011767,0.551614,0.623912,-0.019772,0.551726,0.580135,-0.029263,0.494069,0.723114,-0.014272,0.479169,0.789404,-0.023438,0.499788,0.800314,-0.032942,0.514186,0.789576,-0.040592,0.495002,0.766721,-0.020205,0.483192,0.837835,-0.024554,0.504845,0.841911,-0.028758,0.521348,0.825418,-0.035167,0.507432,0.810146,-0.025729,0.495822,0.871253,-0.031195,0.515734,0.870485,-0.030462,0.531784,0.853102,-0.032376,0.523985,0.849592,-0.032231,0.517975,0.899643,-0.038201,0.535437,0.89766,-0.035416,0.548714,0.880764,-0.032986,1,1,0.6
1075,'2026/05/06 10:41:06:045',5,0.635217,0.791889,0,0.607353,0.732093,-0.008597,0.567144,0.676818,-0.01744,0.551282,0.623108,-0.026512,0.551636,0.579196,-0.036337,0.490913,0.724061,-0.020374,0.479234,0.794386,-0.033678,0.502073,0.8006,-0.044533,0.516526,0.7839,-0.052511,0.49205,0.767699,-0.025644,0.484634,0.843138,-0.034186,0.508672,0.842358,-0.038494,0.523811,0.820958,-0.044321,0.504599,0.810819,-0.031044,0.497999,0.875233,-0.040682,0.520322,0.869827,-0.039332,0.534874,0.847514,-0.039992,0.521129,0.849593,-0.037819,0.519508,0.901056,-0.046918,0.539478,0.896711,-0.044512,0.552483,0.877012,-0.041753,1,1,0.6
1076,'2026/05/06 10:41:06:082',5,0.637107,0.791811,0,0.606552,0.730625,-0.004751,0.566631,0.677677,-0.01201,0.551013,0.624226,-0.02035,0.551125,0.579967,-0.029857,0.492284,0.723943,-0.013949,0.479569,0.792962,-0.024351,0.501929,0.801219,-0.034486,0.516886,0.787053,-0.042432,0.493064,0.767362,-0.020259,0.484114,0.841059,-0.025911,0.507372,0.842097,-0.030325,0.523485,0.82249,-0.036685,0.505306,0.810591,-0.026353,0.496985,0.873831,-0.032922,0.518474,0.870116,-0.031978,0.533857,0.849754,-0.033583,0.521575,0.849554,-0.033528,0.518947,0.899833,-0.040372,0.538232,0.895597,-0.037706,0.551391,0.876429,-0.035175,1,1,0.6
1077,'2026/05/06 10:41:06:109',5,0.637022,0.79138,0,0.606356,0.730827,-0.005394,0.567327,0.677276,-0.013125,0.551351,0.622726,-0.021856,0.550745,0.57881,-0.031816,0.491728,0.723314,-0.014648,0.479233,0.792031,-0.025023,0.500532,0.800623,-0.035262,0.514217,0.787413,-0.04335,0.492983,0.767216,-0.020782,0.483852,0.840994,-0.026679,0.506213,0.842106,-0.031817,0.521413,0.823072,-0.038799,0.505426,0.81085,-0.026639,0.4971,0.874622,-0.033559,0.518312,0.870191,-0.033209,0.533464,0.849723,-0.035198,0.521664,0.850474,-0.033611,0.519661,0.900578,-0.040486,0.538952,0.895741,-0.038014,0.552136,0.876268,-0.035716,1,1,0.6
1078,'2026/05/06 10:41:06:139',5,0.635025,0.790484,0,0.605507,0.729177,-0.005065,0.56678,0.676316,-0.012476,0.551284,0.621764,-0.020922,0.550103,0.577782,-0.030718,0.491477,0.72298,-0.014538,0.479192,0.791126,-0.024369,0.500344,0.799721,-0.034385,0.514425,0.786828,-0.042348,0.492266,0.767329,-0.020532,0.483584,0.839765,-0.025439,0.505435,0.840984,-0.030066,0.521068,0.822324,-0.036969,0.504486,0.811474,-0.026225,0.496598,0.873111,-0.032304,0.516942,0.869419,-0.031803,0.532325,0.850172,-0.03392,0.520759,0.851412,-0.032994,0.519046,0.899496,-0.039305,0.537363,0.895086,-0.036791,0.550199,0.876587,-0.034602,1,1,0.6
1079,'2026/05/06 10:41:06:171',5,0.635145,0.790815,0,0.607027,0.732596,-0.006359,0.566927,0.679059,-0.014576,0.551981,0.62474,-0.02356,0.551879,0.579786,-0.034077,0.492757,0.721929,-0.016799,0.479047,0.786922,-0.028116,0.499963,0.797477,-0.039331,0.515119,0.786229,-0.047979,0.492612,0.7655,-0.022431,0.483016,0.835407,-0.028402,0.505101,0.838839,-0.033165,0.522276,0.822012,-0.039721,0.504443,0.80944,-0.027872,0.495581,0.869221,-0.034514,0.515935,0.868494,-0.033451,0.531984,0.850909,-0.03492,0.520765,0.8494,-0.034496,0.51723,0.898006,-0.041384,0.535353,0.895249,-0.038516,0.548428,0.877794,-0.035769,1,1,0.6
1080,'2026/05/06 10:41:06:196',5,0.635145,0.790815,0,0.607027,0.732596,-0.006359,0.566927,0.679059,-0.014576,0.551981,0.62474,-0.02356,0.551879,0.579786,-0.034077,0.492757,0.721929,-0.016799,0.479047,0.786922,-0.028116,0.499963,0.797477,-0.039331,0.515119,0.786229,-0.047979,0.492612,0.7655,-0.022431,0.483016,0.835407,-0.028402,0.505101,0.838839,-0.033165,0.522276,0.822012,-0.039721,0.504443,0.80944,-0.027872,0.495581,0.869221,-0.034514,0.515935,0.868494,-0.033451,0.531984,0.850909,-0.03492,0.520765,0.8494,-0.034496,0.51723,0.898006,-0.041384,0.535353,0.895249,-0.038516,0.548428,0.877794,-0.035769,1,1,0.6
1081,'2026/05/06 10:41:06:238',5,0.636535,0.791639,0,0.605942,0.730114,-0.004197,0.566535,0.676649,-0.01111,0.550935,0.623275,-0.01929,0.550729,0.579299,-0.028782,0.491658,0.723116,-0.012318,0.479093,0.788884,-0.022482,0.500833,0.79764,-0.033028,0.515804,0.784638,-0.041325,0.491601,0.766613,-0.018808,0.483103,0.836083,-0.023801,0.50545,0.838428,-0.028611,0.521777,0.820422,-0.035337,0.503433,0.810376,-0.025081,0.495443,0.87029,-0.031023,0.516208,0.868131,-0.030304,0.531789,0.848883,-0.032163,0.519646,0.850094,-0.032428,0.517934,0.899,-0.038605,0.536898,0.895516,-0.035834,0.549899,0.877079,-0.033365,1,1,0.6
1082,'2026/05/06 10:41:06:265',5,0.634914,0.793848,0,0.607256,0.732914,-0.007277,0.567659,0.676228,-0.014518,0.551328,0.621915,-0.022002,0.550464,0.577828,-0.030493,0.490645,0.721536,-0.016555,0.480516,0.789225,-0.026584,0.503155,0.798642,-0.036339,0.518117,0.785968,-0.044075,0.490516,0.765657,-0.021565,0.484339,0.838671,-0.026622,0.507746,0.840996,-0.031407,0.524039,0.822733,-0.038255,0.501988,0.810013,-0.026388,0.49641,0.872139,-0.033541,0.518184,0.869134,-0.03348,0.534237,0.849401,-0.035596,0.51752,0.850419,-0.032366,0.517256,0.900417,-0.040019,0.536591,0.897465,-0.037821,0.549865,0.879032,-0.035533,1,1,0.6
1083,'2026/05/06 10:41:06:295',5,0.633677,0.788998,0,0.604395,0.728101,-0.00572,0.56539,0.677411,-0.013254,0.549773,0.624173,-0.021795,0.550231,0.579038,-0.031805,0.493161,0.724177,-0.014684,0.481152,0.787899,-0.024884,0.501038,0.796843,-0.035153,0.514368,0.785295,-0.043248,0.494014,0.76914,-0.020312,0.484194,0.836319,-0.025994,0.504548,0.839152,-0.030804,0.520266,0.822503,-0.037367,0.506419,0.813271,-0.025744,0.496275,0.870118,-0.032664,0.515277,0.86885,-0.032472,0.530941,0.851792,-0.034304,0.523143,0.852329,-0.032214,0.519128,0.898337,-0.038951,0.536037,0.895208,-0.036618,0.549086,0.878166,-0.034342,1,1,0.6
1084,'2026/05/06 10:41:06:329',5,0.631472,0.791416,0,0.603609,0.72969,-0.005563,0.565568,0.676494,-0.013038,0.550204,0.624801,-0.021428,0.550024,0.581007,-0.031084,0.491714,0.721491,-0.016177,0.479966,0.784493,-0.027013,0.501474,0.794181,-0.037159,0.516272,0.782183,-0.045233,0.491282,0.765392,-0.022416,0.483631,0.833363,-0.028782,0.506118,0.836454,-0.033424,0.522651,0.819617,-0.039756,0.503005,0.809683,-0.028371,0.49582,0.868328,-0.035887,0.516653,0.867394,-0.035029,0.532336,0.849701,-0.036495,0.519164,0.84954,-0.03539,0.518223,0.897984,-0.043345,0.536903,0.895092,-0.041087,0.549962,0.87732,-0.038689,1,1,0.6
1085,'2026/05/06 10:41:06:371',5,0.634784,0.794418,0,0.605546,0.730823,-0.005961,0.56601,0.675046,-0.013267,0.549918,0.622746,-0.021259,0.548608,0.578848,-0.030174,0.491258,0.720733,-0.015839,0.479422,0.787672,-0.026912,0.501606,0.795608,-0.037225,0.516716,0.78163,-0.045226,0.490963,0.765482,-0.02172,0.48304,0.836062,-0.028077,0.506535,0.837331,-0.032813,0.522877,0.818754,-0.039327,0.502687,0.810133,-0.027437,0.494775,0.87025,-0.03538,0.516744,0.867266,-0.034529,0.532652,0.848053,-0.03582,0.518771,0.849994,-0.03423,0.516404,0.897217,-0.041954,0.535842,0.894103,-0.03923,0.549327,0.876271,-0.036461,1,1,0.6
1086,'2026/05/06 10:41:06:417',5,0.634455,0.789717,0,0.60507,0.728993,-0.006181,0.565402,0.67718,-0.013998,0.54924,0.623397,-0.022706,0.548299,0.578414,-0.03271,0.490646,0.722368,-0.014868,0.479245,0.790092,-0.025835,0.500129,0.799208,-0.036887,0.513633,0.786439,-0.045414,0.49098,0.765608,-0.020497,0.483596,0.839014,-0.026231,0.505348,0.841134,-0.03112,0.520735,0.822635,-0.037839,0.50299,0.809049,-0.026065,0.49602,0.87155,-0.032818,0.516396,0.868494,-0.032216,0.531659,0.849077,-0.033938,0.519714,0.848209,-0.032855,0.518341,0.897952,-0.039684,0.536702,0.893978,-0.037078,0.54949,0.875516,-0.034539,1,1,0.6
1087,'2026/05/06 10:41:06:459',5,0.636005,0.78923,0,0.605039,0.728991,-0.003616,0.564559,0.676903,-0.01022,0.548277,0.623039,-0.018016,0.548923,0.578117,-0.027263,0.490441,0.721686,-0.01298,0.47944,0.78813,-0.022057,0.500093,0.797848,-0.03175,0.513523,0.786097,-0.03961,0.490867,0.765486,-0.019322,0.483192,0.838175,-0.023198,0.504627,0.840844,-0.027493,0.519872,0.823033,-0.034235,0.502835,0.809495,-0.025189,0.495585,0.871955,-0.030243,0.51592,0.869129,-0.029718,0.530964,0.850065,-0.032031,0.51897,0.849095,-0.032025,0.517447,0.898202,-0.037691,0.536,0.894442,-0.034988,0.548756,0.87637,-0.032754,1,1,0.6
1088,'2026/05/06 10:41:06:501',5,0.632888,0.79047,0,0.603426,0.728696,-0.005476,0.563714,0.675021,-0.012496,0.547933,0.622758,-0.020401,0.548196,0.578476,-0.029361,0.489448,0.720568,-0.013579,0.479482,0.790205,-0.024282,0.502086,0.798332,-0.034882,0.516609,0.783724,-0.043193,0.489615,0.764139,-0.019685,0.483516,0.838408,-0.025453,0.507196,0.839627,-0.030469,0.522609,0.820219,-0.037167,0.501367,0.807938,-0.025694,0.494959,0.87134,-0.0331,0.51714,0.867763,-0.032639,0.531962,0.846905,-0.034302,0.517254,0.847422,-0.032816,0.516561,0.897252,-0.040457,0.536717,0.893548,-0.037933,0.549675,0.874654,-0.035309,1,1,0.6
1089,'2026/05/06 10:41:06:528',5,0.632735,0.789429,0,0.603844,0.727912,-0.006179,0.563985,0.673882,-0.013697,0.547627,0.622003,-0.021833,0.54625,0.578576,-0.030889,0.489229,0.7209,-0.016671,0.47709,0.786733,-0.02809,0.499463,0.794226,-0.038412,0.514253,0.780031,-0.046384,0.489168,0.764678,-0.022352,0.481912,0.83599,-0.029177,0.505226,0.836836,-0.033553,0.521145,0.817578,-0.039611,0.501047,0.808285,-0.027879,0.494875,0.869198,-0.035795,0.516023,0.866227,-0.034704,0.530979,0.846687,-0.035862,0.517162,0.847072,-0.034559,0.517178,0.89616,-0.042807,0.536115,0.892465,-0.040623,0.548469,0.87355,-0.038119,1,1,0.6
1090,'2026/05/06 10:41:06:559',5,0.632278,0.790727,0,0.602404,0.72791,-0.005192,0.563063,0.673743,-0.01165,0.547115,0.622584,-0.018938,0.546496,0.579119,-0.027282,0.488014,0.720927,-0.013468,0.478646,0.788825,-0.023536,0.500781,0.797453,-0.033236,0.515422,0.783578,-0.040968,0.488284,0.764211,-0.019624,0.482406,0.836663,-0.025321,0.506353,0.83851,-0.030217,0.522666,0.819545,-0.036719,0.500479,0.807585,-0.02557,0.493518,0.869825,-0.033387,0.516119,0.867183,-0.032941,0.532098,0.847338,-0.034391,0.51724,0.846756,-0.032498,0.51511,0.896011,-0.040548,0.534592,0.893656,-0.037965,0.547858,0.875765,-0.035164,1,1,0.6
1091,'2026/05/06 10:41:06:606',5,0.630403,0.789394,0,0.602156,0.728001,-0.0049,0.563076,0.675695,-0.011889,0.546644,0.623507,-0.019902,0.546739,0.57938,-0.02947,0.488741,0.720895,-0.014897,0.477071,0.784402,-0.024447,0.498667,0.796141,-0.034304,0.513877,0.78617,-0.04233,0.488424,0.765849,-0.020845,0.480666,0.832532,-0.025695,0.502868,0.837266,-0.03034,0.519829,0.822392,-0.037074,0.500175,0.810429,-0.026345,0.492361,0.867508,-0.032723,0.513119,0.867563,-0.032312,0.529918,0.851471,-0.034269,0.516193,0.850198,-0.032797,0.514003,0.896827,-0.039747,0.532384,0.895122,-0.037325,0.54622,0.878809,-0.035001,1,1,0.6
1092,'2026/05/06 10:41:06:638',5,0.633428,0.791647,0,0.603417,0.728446,-0.004932,0.563569,0.674349,-0.011448,0.546801,0.621762,-0.018823,0.544595,0.578686,-0.02722,0.487875,0.721449,-0.013294,0.475585,0.788553,-0.023289,0.497861,0.797469,-0.033133,0.51253,0.784036,-0.040882,0.487671,0.764481,-0.019284,0.480259,0.836943,-0.024436,0.503568,0.838542,-0.029076,0.519594,0.819459,-0.035617,0.499308,0.808059,-0.025097,0.492949,0.870057,-0.031712,0.514327,0.866909,-0.031091,0.529694,0.847138,-0.032821,0.515531,0.847392,-0.031964,0.514595,0.897031,-0.039043,0.533272,0.894136,-0.036538,0.545591,0.876176,-0.033998,1,1,0.6
1093,'2026/05/06 10:41:06:670',5,0.62955,0.789346,0,0.601372,0.72886,-0.007123,0.562135,0.674806,-0.01504,0.546551,0.622697,-0.023596,0.545367,0.578499,-0.033135,0.487435,0.720718,-0.016504,0.47631,0.786797,-0.028228,0.498332,0.795061,-0.03903,0.512709,0.781177,-0.04738,0.487577,0.764467,-0.022197,0.480016,0.835918,-0.029338,0.50341,0.837349,-0.034321,0.51923,0.818512,-0.040825,0.499527,0.808321,-0.027902,0.491842,0.869729,-0.036452,0.513725,0.867083,-0.035615,0.52915,0.847246,-0.036836,0.515712,0.847411,-0.034833,0.513553,0.897195,-0.043366,0.532698,0.894344,-0.040961,0.545705,0.875894,-0.038331,1,1,0.6
1094,'2026/05/06 10:41:06:705',5,0.62952,0.79313,0,0.600008,0.730575,-0.005594,0.561585,0.675252,-0.012228,0.545564,0.624328,-0.019554,0.544141,0.580837,-0.027879,0.487345,0.721575,-0.013627,0.4756,0.788143,-0.023745,0.497719,0.797496,-0.033619,0.513346,0.784048,-0.041464,0.487997,0.765645,-0.019417,0.478884,0.836232,-0.02543,0.50258,0.839561,-0.030488,0.520554,0.822182,-0.036945,0.500218,0.8092,-0.025047,0.4904,0.869408,-0.032966,0.511817,0.869273,-0.03249,0.528806,0.852198,-0.033759,0.516667,0.847635,-0.031678,0.512276,0.89581,-0.039753,0.530347,0.895654,-0.037364,0.543782,0.879643,-0.034649,1,1,0.6
