@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric

@data
69,'2026/05/14 11:50:17:681',1,0.761651,0.887046,0,0.56914,0.715974,-0.071819,0.703649,0.681077,-0.015348,0.671831,0.505759,-0.050492,0.743167,0.670789,-0.012976,0.744569,0.487877,-0.032022,0.779195,0.684617,-0.015244,0.777551,0.523378,-0.034768,0.812928,0.713941,-0.021243,0.836485,0.595335,-0.031668,1,0,0
70,'2026/05/14 11:50:17:719',1,0.761853,0.888132,0,0.569808,0.717908,-0.06961,0.703945,0.679664,-0.013937,0.672029,0.504724,-0.048975,0.7432,0.669847,-0.012278,0.745,0.487761,-0.031955,0.778907,0.684748,-0.015221,0.777188,0.521729,-0.034999,0.812707,0.715351,-0.021811,0.836043,0.594005,-0.032442,1,0,0
71,'2026/05/14 11:50:17:751',1,0.761788,0.888462,0,0.567607,0.71681,-0.071432,0.703012,0.681437,-0.015209,0.671421,0.504787,-0.050781,0.742504,0.671456,-0.013406,0.744718,0.48711,-0.034007,0.778485,0.685431,-0.016174,0.777314,0.523067,-0.037435,0.812495,0.715148,-0.022563,0.836409,0.595376,-0.034224,1,0,0
72,'2026/05/14 11:50:17:784',1,0.76203,0.887452,0,0.568789,0.719274,-0.068109,0.703025,0.679505,-0.013272,0.671296,0.504598,-0.046694,0.742308,0.669957,-0.011072,0.744318,0.488177,-0.028062,0.7781,0.685148,-0.013482,0.776791,0.522301,-0.031087,0.811768,0.715283,-0.019551,0.836193,0.594562,-0.028966,1,0,0
73,'2026/05/14 11:50:17:813',1,0.761422,0.888817,0,0.567644,0.718322,-0.073566,0.703462,0.681208,-0.016213,0.671713,0.505839,-0.05301,0.742758,0.67094,-0.014622,0.742787,0.486753,-0.036781,0.778924,0.685158,-0.017504,0.776304,0.520743,-0.040876,0.812937,0.714997,-0.023925,0.836857,0.595003,-0.037882,1,0,0
74,'2026/05/14 11:50:17:852',1,0.762193,0.8885,0,0.56907,0.719112,-0.069963,0.703469,0.681101,-0.014098,0.671595,0.506368,-0.050197,0.74295,0.67087,-0.012944,0.743031,0.487059,-0.034975,0.778936,0.685289,-0.016276,0.776635,0.521572,-0.03925,0.812712,0.715639,-0.023117,0.836773,0.594635,-0.036453,1,0,0
75,'2026/05/14 11:50:17:891',1,0.762374,0.887285,0,0.568599,0.718935,-0.069453,0.703597,0.680329,-0.014326,0.671018,0.504966,-0.048495,0.742867,0.670537,-0.012515,0.744734,0.487656,-0.031696,0.778561,0.685033,-0.015199,0.776762,0.522602,-0.035353,0.812269,0.715,-0.021449,0.836287,0.594285,-0.032268,1,0,0
76,'2026/05/14 11:50:17:924',1,0.762393,0.88906,0,0.568974,0.71848,-0.070779,0.703722,0.680916,-0.0147,0.670804,0.505031,-0.049716,0.743132,0.670748,-0.012795,0.744248,0.487469,-0.032564,0.779155,0.685056,-0.015417,0.777411,0.522082,-0.035691,0.813198,0.715037,-0.021678,0.837219,0.594799,-0.032774,1,0,0
77,'2026/05/14 11:50:17:954',1,0.761707,0.887957,0,0.569529,0.718684,-0.069733,0.704013,0.679815,-0.014222,0.67171,0.504334,-0.048459,0.743295,0.670092,-0.012139,0.745074,0.487569,-0.030403,0.779026,0.684865,-0.01465,0.777313,0.521841,-0.033519,0.812774,0.714842,-0.020835,0.837375,0.594754,-0.030982,1,0,0
78,'2026/05/14 11:50:17:984',1,0.761772,0.889311,0,0.568662,0.716703,-0.072617,0.703561,0.681,-0.015825,0.672015,0.505518,-0.052753,0.742939,0.670991,-0.014092,0.744687,0.487267,-0.035424,0.779097,0.685303,-0.01695,0.777402,0.521605,-0.038964,0.813137,0.715459,-0.023434,0.836705,0.594451,-0.03613,1,0,0
79,'2026/05/14 11:50:18:014',1,0.761034,0.886776,0,0.569531,0.717399,-0.070174,0.703153,0.679654,-0.014422,0.671307,0.504488,-0.050053,0.742566,0.669958,-0.012872,0.744743,0.487274,-0.032913,0.778402,0.684488,-0.015839,0.777119,0.521947,-0.036024,0.812303,0.71466,-0.022402,0.836637,0.593776,-0.03308,1,0,0
80,'2026/05/14 11:50:18:052',1,0.762174,0.885688,0,0.568167,0.717082,-0.069811,0.702859,0.680543,-0.013987,0.671321,0.504282,-0.048818,0.742322,0.670803,-0.011849,0.744083,0.486818,-0.031907,0.778339,0.684964,-0.014287,0.776426,0.523167,-0.035303,0.81228,0.714282,-0.020291,0.83624,0.594927,-0.03119,1,0,0
81,'2026/05/14 11:50:18:079',1,0.761438,0.885921,0,0.568074,0.716437,-0.072667,0.702928,0.680754,-0.015804,0.671506,0.505983,-0.052238,0.742375,0.670425,-0.013819,0.744268,0.487419,-0.034801,0.778363,0.684193,-0.0164,0.776916,0.522699,-0.038015,0.812042,0.713467,-0.022617,0.836005,0.594322,-0.034894,1,0,0
82,'2026/05/14 11:50:18:110',1,0.761818,0.887823,0,0.56928,0.718246,-0.067787,0.703571,0.679437,-0.012945,0.671236,0.504219,-0.0463,0.742716,0.669728,-0.01115,0.744292,0.487535,-0.029562,0.778158,0.684591,-0.013992,0.775796,0.522373,-0.03393,0.811614,0.714644,-0.020421,0.835666,0.594307,-0.032088,1,0,0
83,'2026/05/14 11:50:18:141',1,0.761615,0.887603,0,0.569068,0.717445,-0.068394,0.702869,0.680442,-0.013239,0.671264,0.505258,-0.047519,0.742347,0.670561,-0.011821,0.743691,0.488037,-0.032044,0.778308,0.685209,-0.014919,0.776122,0.521211,-0.036494,0.812285,0.715245,-0.021528,0.835574,0.594028,-0.033954,1,0,0
84,'2026/05/14 11:50:18:174',1,0.761352,0.887366,0,0.567809,0.717499,-0.070339,0.702528,0.681089,-0.015098,0.671003,0.504931,-0.049172,0.741777,0.671253,-0.012895,0.743651,0.487997,-0.031328,0.777679,0.685647,-0.015268,0.776145,0.522978,-0.034812,0.811462,0.715431,-0.021289,0.835676,0.594811,-0.032361,1,0,0
85,'2026/05/14 11:50:18:205',1,0.761284,0.887694,0,0.568266,0.718115,-0.069463,0.702946,0.680044,-0.013522,0.671144,0.504791,-0.046582,0.742329,0.67035,-0.011374,0.744071,0.488143,-0.02965,0.778093,0.684912,-0.013864,0.776388,0.523233,-0.033808,0.811951,0.714636,-0.019969,0.8359,0.594907,-0.030914,1,0,0
86,'2026/05/14 11:50:18:257',1,0.761205,0.886791,0,0.569071,0.71968,-0.070692,0.7028,0.680628,-0.01528,0.671641,0.505267,-0.050555,0.741965,0.670877,-0.013241,0.744936,0.488647,-0.032435,0.777873,0.685646,-0.015751,0.776977,0.523223,-0.03487,0.811677,0.715773,-0.021919,0.835908,0.594928,-0.032076,1,0,0
87,'2026/05/14 11:50:18:300',1,0.76108,0.88707,0,0.56854,0.719598,-0.069693,0.70285,0.680695,-0.014786,0.671364,0.50525,-0.049371,0.742014,0.670836,-0.012861,0.744201,0.488679,-0.03194,0.77773,0.685394,-0.015437,0.776456,0.522866,-0.0349,0.811577,0.715474,-0.021637,0.835659,0.594596,-0.032344,1,0,0
88,'2026/05/14 11:50:18:326',1,0.761428,0.888576,0,0.568679,0.719643,-0.069071,0.703718,0.681449,-0.013758,0.670975,0.506537,-0.046833,0.743024,0.671507,-0.012098,0.74373,0.489666,-0.031402,0.77871,0.686565,-0.014896,0.775655,0.52157,-0.03615,0.812323,0.716967,-0.021198,0.836046,0.595744,-0.034146,1,0,0
89,'2026/05/14 11:50:18:369',1,0.761904,0.889056,0,0.568232,0.720937,-0.072185,0.703369,0.682356,-0.015871,0.671801,0.506799,-0.051671,0.742595,0.672492,-0.014296,0.743706,0.488766,-0.035757,0.778405,0.686921,-0.017182,0.776265,0.521843,-0.03932,0.812073,0.716782,-0.023666,0.835768,0.595015,-0.036533,1,0,0
90,'2026/05/14 11:50:18:406',1,0.761474,0.888669,0,0.567453,0.719444,-0.073565,0.703143,0.682304,-0.017217,0.671418,0.506423,-0.053724,0.742466,0.67259,-0.01517,0.74435,0.489343,-0.036581,0.778296,0.686675,-0.017668,0.777068,0.524013,-0.03917,0.811876,0.715964,-0.023821,0.836024,0.594164,-0.036029,1,0,0
91,'2026/05/14 11:50:18:435',1,0.762693,0.888596,0,0.568939,0.721564,-0.072376,0.704229,0.682568,-0.015395,0.673386,0.50835,-0.051224,0.743259,0.672162,-0.013662,0.74416,0.489196,-0.035207,0.779074,0.686343,-0.016435,0.777266,0.522368,-0.039338,0.812821,0.716133,-0.022765,0.836689,0.595496,-0.036608,1,0,0
92,'2026/05/14 11:50:18:473',1,0.762898,0.890972,0,0.570117,0.720671,-0.067889,0.704453,0.682255,-0.01377,0.672973,0.506479,-0.047358,0.743618,0.672392,-0.012079,0.745827,0.490368,-0.030131,0.779325,0.687181,-0.014891,0.777888,0.522181,-0.034094,0.81304,0.7173,-0.021292,0.836654,0.594884,-0.032297,1,0,0
93,'2026/05/14 11:50:18:523',1,0.762443,0.891052,0,0.569584,0.720154,-0.071695,0.70464,0.681513,-0.015959,0.67326,0.505612,-0.051472,0.743934,0.67203,-0.014189,0.745942,0.489121,-0.03374,0.779675,0.68686,-0.016945,0.7783,0.523276,-0.036644,0.81322,0.717046,-0.023353,0.837436,0.594736,-0.034348,1,0,0
94,'2026/05/14 11:50:18:562',1,0.762612,0.889135,0,0.57063,0.720564,-0.06948,0.705452,0.681956,-0.014272,0.67358,0.506224,-0.049345,0.744386,0.672088,-0.012508,0.746642,0.489244,-0.032242,0.779691,0.686723,-0.015227,0.778728,0.523674,-0.034541,0.813208,0.716852,-0.021577,0.83735,0.594278,-0.031752,1,0,0
95,'2026/05/14 11:50:18:604',1,0.762751,0.889001,0,0.571343,0.721597,-0.069976,0.704813,0.681069,-0.014864,0.67366,0.506327,-0.049813,0.743915,0.671723,-0.013304,0.746559,0.488918,-0.032932,0.779676,0.68676,-0.016181,0.778912,0.524328,-0.035216,0.813387,0.717392,-0.022648,0.837472,0.595491,-0.031988,1,0,0
96,'2026/05/14 11:50:18:644',1,0.762627,0.890842,0,0.570674,0.720622,-0.067062,0.70522,0.681476,-0.012451,0.674144,0.506102,-0.045599,0.744401,0.672134,-0.010992,0.746077,0.489826,-0.029213,0.780068,0.687383,-0.014079,0.778366,0.522785,-0.033587,0.813771,0.717746,-0.020702,0.838005,0.595221,-0.03189,1,0,0
97,'2026/05/14 11:50:18:673',1,0.763883,0.88862,0,0.570971,0.719766,-0.067959,0.705554,0.681302,-0.013448,0.674618,0.506337,-0.046523,0.744668,0.672036,-0.011651,0.745692,0.490181,-0.030656,0.780258,0.687252,-0.014292,0.778718,0.522904,-0.034825,0.813969,0.717759,-0.020424,0.837722,0.596017,-0.032425,1,0,0
98,'2026/05/14 11:50:18:700',1,0.762586,0.891243,0,0.571328,0.722161,-0.069384,0.706017,0.681959,-0.013635,0.673528,0.506781,-0.048189,0.745084,0.67255,-0.012328,0.746171,0.490201,-0.031602,0.780833,0.687733,-0.01547,0.779065,0.523455,-0.034309,0.814542,0.718376,-0.022166,0.837417,0.596023,-0.031436,1,0,0
99,'2026/05/14 11:50:18:735',1,0.764181,0.890617,0,0.571483,0.721064,-0.068986,0.705845,0.681857,-0.014355,0.674409,0.506547,-0.047982,0.744985,0.672713,-0.012386,0.747767,0.488414,-0.030745,0.78057,0.687698,-0.014861,0.779851,0.525458,-0.032993,0.814094,0.717623,-0.020921,0.838479,0.595854,-0.02905,1,0,0
100,'2026/05/14 11:50:18:765',1,0.764154,0.890733,0,0.571885,0.723232,-0.067867,0.705853,0.683425,-0.014194,0.674242,0.507199,-0.04769,0.744778,0.673933,-0.012425,0.747463,0.489729,-0.031302,0.780338,0.688887,-0.015066,0.780148,0.524237,-0.034411,0.813828,0.718776,-0.021241,0.83847,0.596052,-0.031178,1,0,0
101,'2026/05/14 11:50:18:799',1,0.764487,0.889648,0,0.571988,0.723292,-0.0677,0.706237,0.682326,-0.013778,0.674086,0.507205,-0.046833,0.745232,0.672907,-0.012179,0.747708,0.490399,-0.030814,0.780835,0.68797,-0.014876,0.780504,0.525456,-0.03364,0.814209,0.717774,-0.02105,0.838596,0.596934,-0.02976,1,0,0
102,'2026/05/14 11:50:18:828',1,0.763988,0.891168,0,0.571053,0.72229,-0.072118,0.706638,0.683208,-0.016312,0.675433,0.507421,-0.052888,0.745533,0.673842,-0.01496,0.747277,0.491352,-0.036911,0.781186,0.688573,-0.017918,0.780803,0.523392,-0.039492,0.814717,0.718854,-0.024388,0.838399,0.596246,-0.035929,1,0,0
103,'2026/05/14 11:50:18:856',1,0.763429,0.891553,0,0.570643,0.722236,-0.069493,0.706186,0.682338,-0.0142,0.675317,0.507333,-0.048354,0.745173,0.673004,-0.012369,0.748123,0.490273,-0.031258,0.780602,0.687967,-0.015071,0.779739,0.525628,-0.034338,0.814201,0.718154,-0.021404,0.838755,0.596233,-0.031197,1,0,0
104,'2026/05/14 11:50:18:888',1,0.763786,0.891075,0,0.570824,0.723301,-0.067965,0.70589,0.683329,-0.013674,0.673999,0.507021,-0.046472,0.744972,0.674106,-0.011807,0.747913,0.489806,-0.030171,0.780307,0.689328,-0.014333,0.780253,0.525764,-0.033204,0.813709,0.719245,-0.020384,0.839065,0.596606,-0.029405,1,0,0
105,'2026/05/14 11:50:18:921',1,0.763552,0.890534,0,0.571173,0.723296,-0.068643,0.70593,0.68338,-0.014408,0.67387,0.507593,-0.048709,0.744834,0.673889,-0.012858,0.7482,0.488933,-0.033299,0.780055,0.688758,-0.015633,0.780254,0.525852,-0.035692,0.813473,0.71884,-0.021882,0.838473,0.596216,-0.031142,1,0,0
106,'2026/05/14 11:50:18:952',1,0.762868,0.890439,0,0.570594,0.723311,-0.069623,0.705717,0.683643,-0.015182,0.674273,0.508189,-0.049493,0.744698,0.673889,-0.013572,0.746977,0.490273,-0.032863,0.780258,0.688805,-0.016227,0.779691,0.524599,-0.03516,0.813609,0.718682,-0.02238,0.838139,0.596597,-0.031526,1,0,0
107,'2026/05/14 11:50:18:982',1,0.763577,0.890594,0,0.570343,0.721551,-0.070626,0.705765,0.68299,-0.014698,0.674815,0.508019,-0.050058,0.745195,0.673395,-0.013375,0.74652,0.490847,-0.034508,0.78103,0.68818,-0.01647,0.779396,0.522699,-0.038205,0.814627,0.718663,-0.023085,0.838279,0.595758,-0.035272,1,0,0
108,'2026/05/14 11:50:19:013',1,0.763034,0.891904,0,0.57,0.721596,-0.070797,0.70571,0.683447,-0.015001,0.674148,0.507525,-0.049637,0.744862,0.673713,-0.013095,0.74689,0.490703,-0.03266,0.78035,0.688254,-0.015664,0.77933,0.523868,-0.035902,0.813795,0.71805,-0.021837,0.837853,0.596527,-0.032938,1,0,0
109,'2026/05/14 11:50:19:044',1,0.763136,0.890165,0,0.570001,0.721556,-0.070625,0.705747,0.68373,-0.014711,0.675096,0.508389,-0.049619,0.744985,0.673527,-0.013062,0.746856,0.490147,-0.033226,0.780742,0.687428,-0.015843,0.779759,0.523824,-0.037044,0.814426,0.716958,-0.02218,0.838401,0.596759,-0.033857,1,0,0
110,'2026/05/14 11:50:19:076',1,0.763495,0.890485,0,0.570711,0.721886,-0.068533,0.705735,0.682926,-0.013603,0.674848,0.507476,-0.047334,0.74489,0.673355,-0.01184,0.747068,0.491295,-0.030591,0.780506,0.688413,-0.014514,0.779381,0.524095,-0.033976,0.814196,0.718754,-0.02073,0.83745,0.596129,-0.031107,1,0,0
111,'2026/05/14 11:50:19:106',1,0.763486,0.889702,0,0.571268,0.723722,-0.069949,0.705617,0.68306,-0.014678,0.674541,0.50768,-0.048903,0.744447,0.673501,-0.012943,0.746746,0.49021,-0.032583,0.779847,0.688284,-0.015647,0.779413,0.524438,-0.035372,0.813368,0.718291,-0.021931,0.837902,0.596124,-0.031992,1,0,0
112,'2026/05/14 11:50:19:136',1,0.763354,0.891784,0,0.570894,0.722436,-0.068397,0.705677,0.682924,-0.013759,0.674767,0.506909,-0.048049,0.744456,0.673377,-0.012678,0.746769,0.490449,-0.032513,0.780024,0.688155,-0.016019,0.778903,0.524013,-0.036784,0.813697,0.718397,-0.022863,0.837685,0.596106,-0.034117,1,0,0
113,'2026/05/14 11:50:19:172',1,0.761845,0.891504,0,0.569191,0.721709,-0.072307,0.704941,0.68382,-0.017418,0.674228,0.506595,-0.053697,0.743947,0.674504,-0.016018,0.74654,0.489857,-0.037698,0.779445,0.689368,-0.018896,0.778802,0.523957,-0.040261,0.813077,0.719736,-0.025318,0.837752,0.595959,-0.037233,1,0,0
114,'2026/05/14 11:50:19:199',1,0.762555,0.890343,0,0.569461,0.720875,-0.07108,0.704656,0.68356,-0.015801,0.673912,0.507313,-0.050649,0.74391,0.674362,-0.013875,0.746574,0.49081,-0.033576,0.779591,0.689062,-0.016382,0.77872,0.524054,-0.036822,0.813134,0.718893,-0.022459,0.837113,0.596362,-0.033527,1,0,0
115,'2026/05/14 11:50:19:239',1,0.762373,0.889942,0,0.569484,0.722542,-0.072111,0.704572,0.683066,-0.016285,0.674076,0.506873,-0.05289,0.743488,0.673391,-0.014696,0.746253,0.490081,-0.035984,0.779086,0.687899,-0.01753,0.779185,0.525081,-0.03823,0.812696,0.718005,-0.023994,0.837273,0.596096,-0.035245,1,0,0
116,'2026/05/14 11:50:19:277',1,0.761788,0.890744,0,0.568891,0.722197,-0.070149,0.704395,0.682166,-0.014421,0.674291,0.507108,-0.048881,0.743658,0.672876,-0.013124,0.745545,0.490373,-0.033357,0.779368,0.688123,-0.016206,0.778718,0.523556,-0.036826,0.81301,0.718803,-0.022791,0.837061,0.595902,-0.034132,1,0,0
117,'2026/05/14 11:50:19:308',1,0.761668,0.89102,0,0.568581,0.721111,-0.073663,0.704661,0.68299,-0.017579,0.673357,0.507245,-0.053756,0.7438,0.673544,-0.015764,0.74567,0.490194,-0.036457,0.779446,0.688258,-0.018292,0.778631,0.523975,-0.038611,0.812896,0.71841,-0.024414,0.836595,0.595903,-0.035512,1,0,0
118,'2026/05/14 11:50:19:340',1,0.762272,0.889683,0,0.568329,0.720531,-0.073779,0.703867,0.683457,-0.017834,0.67371,0.506593,-0.054353,0.743161,0.674068,-0.015974,0.744993,0.489558,-0.038188,0.778895,0.688529,-0.018501,0.777731,0.523569,-0.040652,0.812586,0.718451,-0.024595,0.836486,0.595694,-0.037109,1,0,0
119,'2026/05/14 11:50:19:370',1,0.762061,0.889924,0,0.569727,0.721703,-0.071641,0.70458,0.682861,-0.016748,0.673695,0.506773,-0.052624,0.743502,0.673247,-0.015309,0.745356,0.49075,-0.036545,0.779176,0.687831,-0.018154,0.778427,0.523575,-0.03967,0.81293,0.718004,-0.024494,0.836602,0.595409,-0.036953,1,0,0
120,'2026/05/14 11:50:19:404',1,0.761576,0.889787,0,0.568137,0.720945,-0.071396,0.703457,0.683589,-0.016396,0.673572,0.506978,-0.051833,0.742512,0.673958,-0.014415,0.745141,0.489405,-0.035572,0.778082,0.687844,-0.016857,0.777429,0.524802,-0.038584,0.811753,0.716961,-0.022843,0.836584,0.595592,-0.034463,1,0,0
121,'2026/05/14 11:50:19:433',1,0.76144,0.889666,0,0.56771,0.720302,-0.073575,0.703428,0.683034,-0.016843,0.672894,0.506788,-0.052705,0.742679,0.673045,-0.014648,0.744595,0.489552,-0.034642,0.778516,0.687046,-0.016953,0.778045,0.524791,-0.036742,0.812115,0.716504,-0.022956,0.835942,0.596338,-0.033249,1,0,0
122,'2026/05/14 11:50:19:467',1,0.761289,0.890006,0,0.568202,0.72121,-0.073997,0.703517,0.682843,-0.017781,0.672728,0.50636,-0.054565,0.74269,0.67353,-0.015969,0.744422,0.489507,-0.038302,0.778386,0.687941,-0.018574,0.777336,0.524439,-0.041302,0.811992,0.717741,-0.024746,0.836145,0.59606,-0.037604,1,0,0
123,'2026/05/14 11:50:19:497',1,0.761318,0.89054,0,0.568678,0.720654,-0.071275,0.704209,0.682286,-0.01521,0.674221,0.506499,-0.050715,0.743332,0.67302,-0.013668,0.745297,0.490151,-0.035001,0.77896,0.687619,-0.016552,0.777532,0.523063,-0.037844,0.81253,0.717476,-0.022991,0.836695,0.594956,-0.034919,1,0,0
124,'2026/05/14 11:50:19:529',1,0.762058,0.89039,0,0.569755,0.721132,-0.072252,0.704621,0.682641,-0.016656,0.673951,0.506772,-0.052143,0.743591,0.672512,-0.014781,0.744645,0.490521,-0.035286,0.779224,0.686954,-0.017282,0.777917,0.521987,-0.037967,0.812901,0.717112,-0.023391,0.836289,0.595031,-0.035284,1,0,0
125,'2026/05/14 11:50:19:558',1,0.761801,0.890159,0,0.568702,0.721156,-0.071876,0.704502,0.682433,-0.015688,0.674444,0.50679,-0.05066,0.743656,0.672769,-0.013588,0.745476,0.49002,-0.033145,0.779282,0.687492,-0.015976,0.778598,0.523302,-0.036021,0.812813,0.71762,-0.022001,0.836831,0.595582,-0.03345,1,0,0
126,'2026/05/14 11:50:19:592',1,0.762434,0.890235,0,0.569694,0.72134,-0.069203,0.704996,0.682867,-0.014146,0.675011,0.507118,-0.047562,0.744142,0.673139,-0.012286,0.746081,0.491004,-0.031421,0.779717,0.68795,-0.014846,0.77891,0.522217,-0.035533,0.813163,0.718233,-0.020937,0.837974,0.596635,-0.032989,1,0,0
127,'2026/05/14 11:50:19:623',1,0.762851,0.890646,0,0.569762,0.721391,-0.069889,0.704842,0.683235,-0.015424,0.675283,0.506589,-0.04989,0.743623,0.673889,-0.0135,0.746698,0.490408,-0.032977,0.779154,0.688637,-0.016062,0.779064,0.525412,-0.035839,0.812788,0.71857,-0.022255,0.8375,0.596189,-0.032782,1,0,0
128,'2026/05/14 11:50:19:652',1,0.762404,0.892076,0,0.570077,0.721744,-0.068724,0.705071,0.682964,-0.013685,0.675326,0.507423,-0.047517,0.744244,0.673489,-0.01232,0.74649,0.490835,-0.031687,0.779886,0.688425,-0.015452,0.779525,0.523916,-0.035858,0.813629,0.71874,-0.022152,0.837535,0.596402,-0.033767,1,0,0
129,'2026/05/14 11:50:19:683',1,0.762321,0.889337,0,0.570447,0.722705,-0.068555,0.704886,0.682923,-0.013838,0.674611,0.507143,-0.047677,0.743899,0.673841,-0.012152,0.746575,0.491215,-0.031951,0.779227,0.688931,-0.014882,0.779289,0.525728,-0.035008,0.812614,0.718925,-0.021122,0.83792,0.595828,-0.031586,1,0,0
130,'2026/05/14 11:50:19:715',1,0.761944,0.891573,0,0.569866,0.72172,-0.070884,0.705445,0.683258,-0.015352,0.675392,0.507018,-0.050092,0.744494,0.673892,-0.013085,0.747475,0.489157,-0.031683,0.779916,0.688612,-0.01536,0.779724,0.526093,-0.032946,0.813325,0.718376,-0.021371,0.837499,0.596812,-0.029661,1,0,0
131,'2026/05/14 11:50:19:749',1,0.761772,0.891952,0,0.568051,0.72096,-0.071536,0.704592,0.682523,-0.015461,0.675032,0.505921,-0.049982,0.74374,0.673281,-0.01342,0.746906,0.489548,-0.032735,0.779411,0.688296,-0.015957,0.779205,0.524204,-0.035893,0.813067,0.718334,-0.022199,0.837306,0.595585,-0.033288,1,0,0
132,'2026/05/14 11:50:19:779',1,0.761542,0.889786,0,0.568968,0.720955,-0.072199,0.704372,0.682263,-0.016099,0.675041,0.505766,-0.051505,0.743536,0.672907,-0.014279,0.74621,0.4894,-0.034809,0.779245,0.68772,-0.016883,0.77896,0.52411,-0.037103,0.813014,0.717634,-0.023098,0.837152,0.595066,-0.034077,1,0,0
133,'2026/05/14 11:50:19:810',1,0.761711,0.889667,0,0.569076,0.720096,-0.071947,0.704321,0.682859,-0.016464,0.67427,0.506358,-0.052083,0.743443,0.673562,-0.014689,0.746053,0.489817,-0.036214,0.77904,0.688333,-0.017298,0.778526,0.522526,-0.03949,0.812716,0.718657,-0.023442,0.837535,0.595064,-0.036462,1,0,0
134,'2026/05/14 11:50:19:856',1,0.762159,0.890416,0,0.569699,0.721068,-0.069538,0.704985,0.682367,-0.015228,0.674325,0.506072,-0.049466,0.743811,0.673005,-0.013595,0.746403,0.490136,-0.033018,0.779371,0.687886,-0.016317,0.77947,0.523523,-0.036093,0.812728,0.717623,-0.022568,0.837754,0.595523,-0.032915,1,0,0
135,'2026/05/14 11:50:19:887',1,0.762569,0.891069,0,0.570774,0.721633,-0.06856,0.705047,0.6822,-0.013987,0.675165,0.506932,-0.047575,0.744067,0.672615,-0.012383,0.746705,0.490109,-0.030707,0.779899,0.687516,-0.015259,0.779095,0.52355,-0.034258,0.813745,0.717589,-0.021712,0.837794,0.595569,-0.031794,1,0,0
136,'2026/05/14 11:50:19:943',1,0.762749,0.890844,0,0.570769,0.72117,-0.072743,0.705049,0.683067,-0.01795,0.675022,0.506307,-0.054162,0.744106,0.674046,-0.016037,0.74705,0.488107,-0.036797,0.779776,0.688743,-0.018473,0.779633,0.524613,-0.03823,0.813266,0.718608,-0.024519,0.838117,0.596289,-0.03451,1,0,0
137,'2026/05/14 11:50:19:984',1,0.761829,0.88887,0,0.5706,0.721005,-0.071698,0.705727,0.682332,-0.016397,0.675877,0.506675,-0.052384,0.744563,0.673361,-0.014849,0.747543,0.489898,-0.036801,0.779861,0.68847,-0.017564,0.780105,0.524624,-0.038887,0.813189,0.71869,-0.02377,0.838588,0.596192,-0.03501,1,0,0
138,'2026/05/14 11:50:20:012',1,0.762134,0.890562,0,0.57027,0.721262,-0.070054,0.706125,0.682805,-0.014836,0.676587,0.506697,-0.048772,0.745055,0.673545,-0.012737,0.748311,0.488992,-0.032117,0.780393,0.688435,-0.015087,0.780099,0.524911,-0.034603,0.813779,0.718231,-0.021041,0.838599,0.59669,-0.030973,1,0,0
139,'2026/05/14 11:50:20:043',1,0.763746,0.889949,0,0.571965,0.720947,-0.068237,0.706523,0.682858,-0.014614,0.676444,0.507013,-0.048217,0.745229,0.673652,-0.013057,0.748146,0.49095,-0.032314,0.780614,0.688761,-0.015813,0.780002,0.523259,-0.035994,0.814122,0.719212,-0.022036,0.839299,0.596845,-0.032954,1,0,0
140,'2026/05/14 11:50:20:075',1,0.764013,0.891718,0,0.571872,0.72097,-0.070126,0.706896,0.682955,-0.014639,0.676637,0.506862,-0.049492,0.745894,0.673426,-0.012894,0.748328,0.489941,-0.032561,0.781274,0.688277,-0.015665,0.779452,0.522986,-0.035501,0.814828,0.7186,-0.022074,0.839115,0.596178,-0.032895,1,0,0
141,'2026/05/14 11:50:20:106',1,0.763485,0.890315,0,0.570843,0.71999,-0.069723,0.70686,0.681849,-0.014058,0.67731,0.506635,-0.047735,0.746126,0.672479,-0.012518,0.748467,0.490234,-0.032864,0.781738,0.68715,-0.015366,0.779465,0.522412,-0.037369,0.81534,0.717254,-0.021658,0.839826,0.596221,-0.034303,1,0,0
142,'2026/05/14 11:50:20:136',1,0.763356,0.891625,0,0.571643,0.720164,-0.067122,0.70697,0.682111,-0.01242,0.677888,0.506824,-0.044482,0.746113,0.673088,-0.010819,0.748815,0.490555,-0.029164,0.781613,0.688436,-0.013701,0.779041,0.522243,-0.034196,0.81529,0.718976,-0.020067,0.839493,0.596819,-0.031997,1,0,0
