@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute outputs-1 {0,1,2}

@data
1345,'2026/04/25 17:24:14:060',4,0.04093,0.012205,0.002966,0.001031,0.004494,0.002482,0.000547,0.002803,0.001577,0.001105,0.000913,0.000514,1
1346,'2026/04/25 17:24:14:094',4,0.040795,0.012531,0.002866,0.001051,0.004525,0.002566,0.000537,0.002663,0.001536,0.001153,0.000895,0.000482,1
1347,'2026/04/25 17:24:14:128',4,0.04063,0.012186,0.003354,0.001042,0.004552,0.002731,0.000607,0.002583,0.001456,0.001087,0.000962,0.000559,1
1348,'2026/04/25 17:24:14:181',4,0.040525,0.011709,0.00344,0.001173,0.004773,0.002727,0.000643,0.002707,0.001375,0.001078,0.00103,0.000606,1
1349,'2026/04/25 17:24:14:213',4,0.040457,0.011243,0.003159,0.001281,0.004633,0.002662,0.000626,0.002626,0.001276,0.00101,0.000984,0.000573,1
1350,'2026/04/25 17:24:14:246',4,0.040668,0.011268,0.003284,0.001437,0.004373,0.002608,0.000618,0.002548,0.001247,0.001069,0.000903,0.000547,1
1351,'2026/04/25 17:24:14:279',4,0.042992,0.011142,0.003108,0.00162,0.004376,0.002619,0.000628,0.00254,0.001389,0.001211,0.000879,0.000528,1
1352,'2026/04/25 17:24:14:310',4,0.043902,0.011353,0.003076,0.001718,0.004211,0.002855,0.000642,0.002427,0.0014,0.001223,0.000905,0.000551,1
1353,'2026/04/25 17:24:14:345',4,0.044194,0.011416,0.002994,0.001669,0.004007,0.002956,0.000627,0.002292,0.001279,0.00114,0.000884,0.0006,1
1354,'2026/04/25 17:24:14:377',4,0.043601,0.011117,0.002995,0.001634,0.003917,0.002774,0.000644,0.002206,0.001163,0.001111,0.000802,0.000657,1
1355,'2026/04/25 17:24:14:412',4,0.043248,0.011311,0.003351,0.001706,0.004386,0.002698,0.000637,0.002255,0.001064,0.00108,0.000755,0.000696,1
1356,'2026/04/25 17:24:14:445',4,0.042751,0.01173,0.003455,0.001737,0.004644,0.002668,0.000596,0.002242,0.001025,0.001168,0.000699,0.000666,1
1357,'2026/04/25 17:24:14:476',4,0.042663,0.012135,0.003546,0.001706,0.004488,0.002624,0.000555,0.002271,0.001123,0.001259,0.000683,0.000633,1
1358,'2026/04/25 17:24:14:511',4,0.042611,0.012654,0.003544,0.001689,0.004812,0.002829,0.000594,0.002303,0.001119,0.001259,0.000696,0.000628,1
1359,'2026/04/25 17:24:14:546',4,0.044059,0.013211,0.003594,0.001693,0.004891,0.002609,0.000536,0.002208,0.001087,0.00134,0.00072,0.000578,1
1360,'2026/04/25 17:24:14:578',4,0.044218,0.013853,0.003372,0.001747,0.005119,0.002594,0.00055,0.002406,0.001086,0.001379,0.000666,0.000544,1
1361,'2026/04/25 17:24:14:610',4,0.044256,0.013419,0.002954,0.001774,0.004721,0.002416,0.000515,0.002457,0.001065,0.001302,0.000674,0.000495,1
1362,'2026/04/25 17:24:14:646',4,0.043571,0.012643,0.003051,0.001721,0.004355,0.002362,0.000486,0.002616,0.001049,0.00117,0.000632,0.000485,1
1363,'2026/04/25 17:24:14:681',4,0.043151,0.012264,0.003126,0.001609,0.004756,0.002257,0.000428,0.002689,0.001085,0.001117,0.000617,0.000453,1
1364,'2026/04/25 17:24:14:713',4,0.042818,0.011785,0.002915,0.001772,0.004337,0.002178,0.000408,0.002731,0.00107,0.001057,0.000613,0.000414,1
1365,'2026/04/25 17:24:14:746',4,0.042831,0.011371,0.002895,0.001693,0.003991,0.002078,0.000393,0.002596,0.001121,0.001065,0.000606,0.000381,1
1366,'2026/04/25 17:24:14:778',4,0.042435,0.011045,0.002756,0.001546,0.003678,0.002152,0.000378,0.002539,0.001183,0.001122,0.000605,0.000361,1
1367,'2026/04/25 17:24:14:812',4,0.041175,0.010676,0.002475,0.001426,0.003754,0.002243,0.000366,0.002656,0.001157,0.001167,0.000599,0.000354,1
1368,'2026/04/25 17:24:14:845',4,0.04037,0.01051,0.002357,0.001448,0.004107,0.002454,0.000388,0.002834,0.001171,0.001208,0.000585,0.000342,1
1369,'2026/04/25 17:24:14:877',4,0.040066,0.010236,0.002503,0.001527,0.004207,0.002618,0.000412,0.002823,0.001201,0.00121,0.000582,0.000333,1
1370,'2026/04/25 17:24:14:911',4,0.039358,0.009969,0.002744,0.001522,0.004463,0.002811,0.000424,0.002712,0.001164,0.00123,0.000581,0.000368,1
1371,'2026/04/25 17:24:14:945',4,0.039335,0.010013,0.00284,0.001453,0.004912,0.002918,0.000414,0.002726,0.001108,0.001262,0.000554,0.000392,1
1372,'2026/04/25 17:24:14:995',4,0.039012,0.009703,0.002843,0.001429,0.005198,0.002518,0.000387,0.002589,0.001042,0.001228,0.000511,0.000358,1
1373,'2026/04/25 17:24:15:028',4,0.039001,0.009354,0.002639,0.00146,0.00514,0.00242,0.000362,0.002494,0.00104,0.001231,0.0005,0.000349,1
1374,'2026/04/25 17:24:15:063',4,0.039073,0.009168,0.002696,0.001456,0.004923,0.002311,0.000359,0.002505,0.001009,0.001234,0.000509,0.000321,1
1375,'2026/04/25 17:24:15:096',4,0.03934,0.009291,0.003178,0.001391,0.004696,0.002237,0.00038,0.002885,0.001171,0.001233,0.00051,0.000307,1
1376,'2026/04/25 17:24:15:128',4,0.039497,0.009167,0.003023,0.001463,0.004258,0.002097,0.000366,0.002442,0.001127,0.00126,0.000497,0.000308,1
1377,'2026/04/25 17:24:15:160',4,0.040664,0.009319,0.002896,0.001397,0.00395,0.002119,0.000337,0.002454,0.001257,0.001241,0.000522,0.000307,1
1378,'2026/04/25 17:24:15:194',4,0.04113,0.008855,0.002574,0.001573,0.003898,0.002059,0.000337,0.002396,0.001111,0.001213,0.000548,0.000316,1
1379,'2026/04/25 17:24:15:228',4,0.040652,0.008363,0.002415,0.001558,0.003617,0.002039,0.000375,0.00223,0.001112,0.001215,0.000555,0.000322,1
1380,'2026/04/25 17:24:15:261',4,0.040387,0.008607,0.002332,0.001636,0.003885,0.002139,0.000376,0.00214,0.00118,0.001191,0.000569,0.000351,1
1381,'2026/04/25 17:24:15:294',4,0.040479,0.008537,0.002269,0.001569,0.003759,0.002078,0.000387,0.002085,0.001187,0.001156,0.00061,0.000396,1
1382,'2026/04/25 17:24:15:327',4,0.040371,0.008817,0.002511,0.001511,0.003946,0.002107,0.000406,0.002083,0.001205,0.001133,0.000583,0.000416,1
1383,'2026/04/25 17:24:15:360',4,0.040758,0.009068,0.002662,0.001412,0.003794,0.002085,0.000424,0.002017,0.001212,0.001185,0.000527,0.000422,1
1384,'2026/04/25 17:24:15:395',4,0.040887,0.008838,0.002546,0.001276,0.003792,0.002066,0.000441,0.00183,0.001121,0.00118,0.000512,0.000412,1
1385,'2026/04/25 17:24:15:428',4,0.040957,0.008597,0.002628,0.001239,0.003661,0.002126,0.00044,0.001691,0.001146,0.001072,0.000517,0.000397,1
1386,'2026/04/25 17:24:15:461',4,0.04032,0.00885,0.002552,0.001252,0.003381,0.002036,0.000404,0.001723,0.001182,0.000973,0.000508,0.000394,1
1387,'2026/04/25 17:24:15:494',4,0.040219,0.009008,0.002337,0.001383,0.003425,0.001894,0.000371,0.001866,0.001145,0.000902,0.000492,0.00046,1
1388,'2026/04/25 17:24:15:528',4,0.040386,0.008394,0.002346,0.001399,0.003219,0.001807,0.000342,0.001679,0.001072,0.000857,0.000474,0.000426,1
1389,'2026/04/25 17:24:15:560',4,0.04016,0.007992,0.002174,0.001305,0.003042,0.00178,0.00033,0.001616,0.000969,0.000804,0.000459,0.000429,1
1390,'2026/04/25 17:24:15:594',4,0.039148,0.00765,0.002026,0.001125,0.002641,0.001654,0.000341,0.001505,0.000892,0.000746,0.000429,0.000429,1
1391,'2026/04/25 17:24:15:628',4,0.03987,0.007779,0.002069,0.001202,0.002535,0.001622,0.000345,0.001334,0.000843,0.000773,0.000428,0.000451,1
1392,'2026/04/25 17:24:15:660',4,0.039362,0.007674,0.001766,0.001218,0.002589,0.001539,0.000367,0.001312,0.000828,0.000774,0.000453,0.000436,1
1393,'2026/04/25 17:24:15:694',4,0.039853,0.007943,0.001738,0.001105,0.002459,0.001547,0.000396,0.001216,0.00097,0.000861,0.000443,0.000401,1
1394,'2026/04/25 17:24:15:728',4,0.039985,0.008204,0.001657,0.001027,0.002431,0.001768,0.000437,0.001244,0.001142,0.000956,0.000402,0.00042,1
1395,'2026/04/25 17:24:15:761',4,0.040827,0.007993,0.001617,0.000981,0.002293,0.001739,0.000422,0.001233,0.001175,0.000966,0.000388,0.000411,1
1396,'2026/04/25 17:24:15:796',4,0.040926,0.007511,0.001724,0.000943,0.002281,0.001739,0.000408,0.001158,0.001188,0.000905,0.000381,0.000384,1
1397,'2026/04/25 17:24:15:828',4,0.041075,0.007802,0.002005,0.001042,0.002422,0.001684,0.000421,0.001217,0.001253,0.000985,0.000371,0.000379,1
1398,'2026/04/25 17:24:15:861',4,0.040962,0.008011,0.002134,0.001037,0.002429,0.001649,0.000408,0.001237,0.001347,0.00101,0.000345,0.000366,1
1399,'2026/04/25 17:24:15:894',4,0.04073,0.008445,0.002317,0.001027,0.002349,0.001566,0.000389,0.001205,0.00128,0.000981,0.00033,0.00036,1
1400,'2026/04/25 17:24:15:929',4,0.040099,0.008967,0.002226,0.001046,0.002451,0.00143,0.000356,0.00123,0.001195,0.000958,0.000319,0.000344,1
1401,'2026/04/25 17:24:15:964',4,0.039097,0.009378,0.002103,0.001031,0.002564,0.001337,0.000326,0.001189,0.001178,0.000916,0.000311,0.000321,1
1402,'2026/04/25 17:24:15:997',4,0.03773,0.009461,0.002005,0.001015,0.002717,0.001367,0.00032,0.001206,0.001187,0.000863,0.000312,0.000307,1
1403,'2026/04/25 17:24:16:029',4,0.037554,0.009387,0.002091,0.000978,0.00279,0.001444,0.000338,0.001316,0.001159,0.000876,0.000312,0.000291,1
1404,'2026/04/25 17:24:16:063',4,0.038888,0.009664,0.001969,0.001091,0.002889,0.001472,0.000362,0.001249,0.001158,0.000878,0.000344,0.000294,1
1405,'2026/04/25 17:24:16:097',4,0.039397,0.009738,0.0023,0.001262,0.002984,0.001478,0.000378,0.001374,0.001198,0.000951,0.000362,0.000291,1
1406,'2026/04/25 17:24:16:128',4,0.039797,0.010735,0.00221,0.001162,0.003323,0.001572,0.000377,0.00126,0.001291,0.000911,0.000346,0.000287,1
1407,'2026/04/25 17:24:16:163',4,0.040564,0.010685,0.002181,0.001258,0.002979,0.001619,0.000385,0.00134,0.001443,0.000833,0.000328,0.000353,1
1408,'2026/04/25 17:24:16:196',4,0.041612,0.01231,0.002528,0.001192,0.003269,0.001719,0.000388,0.001234,0.001496,0.000846,0.000346,0.00036,1
1409,'2026/04/25 17:24:16:230',4,0.042663,0.01294,0.002621,0.001154,0.003187,0.001823,0.000437,0.001158,0.001543,0.000975,0.000376,0.00035,1
1410,'2026/04/25 17:24:16:263',4,0.044411,0.013877,0.002919,0.001132,0.003103,0.001952,0.000489,0.001291,0.001511,0.000931,0.000379,0.000334,1
1411,'2026/04/25 17:24:16:296',4,0.044545,0.013423,0.002853,0.001103,0.003043,0.001902,0.000455,0.001381,0.001593,0.000961,0.000407,0.000346,1
1412,'2026/04/25 17:24:16:332',4,0.044733,0.013449,0.002676,0.001271,0.003097,0.001782,0.000438,0.001732,0.001792,0.001056,0.000444,0.000362,1
1413,'2026/04/25 17:24:16:363',4,0.044937,0.013917,0.002771,0.001307,0.003243,0.001868,0.000445,0.001924,0.001808,0.001111,0.000458,0.000334,1
1414,'2026/04/25 17:24:16:395',4,0.045707,0.014053,0.002839,0.001236,0.003205,0.001956,0.000486,0.001787,0.001647,0.001104,0.000478,0.000312,1
1415,'2026/04/25 17:24:16:435',4,0.046616,0.014629,0.00298,0.001224,0.003355,0.002107,0.000513,0.001758,0.001661,0.001237,0.000519,0.000312,1
1416,'2026/04/25 17:24:16:466',4,0.046851,0.014899,0.00313,0.001297,0.003534,0.002224,0.000529,0.00174,0.00176,0.001335,0.000525,0.000332,1
1417,'2026/04/25 17:24:16:513',4,0.046819,0.014811,0.003232,0.001467,0.003473,0.002143,0.000581,0.001655,0.001791,0.001296,0.000525,0.000349,1
1418,'2026/04/25 17:24:16:546',4,0.046099,0.014313,0.003103,0.001452,0.003489,0.002085,0.000565,0.001525,0.001782,0.001329,0.000513,0.000388,1
1419,'2026/04/25 17:24:16:579',4,0.043297,0.013342,0.002685,0.001424,0.003244,0.002038,0.000499,0.001304,0.001569,0.001297,0.000482,0.000414,1
1420,'2026/04/25 17:24:16:612',4,0.03861,0.0119,0.0023,0.001261,0.002865,0.001793,0.000417,0.001096,0.001361,0.001141,0.000428,0.00037,1
1421,'2026/04/25 17:24:16:647',4,0.032073,0.010378,0.001818,0.000993,0.002296,0.00141,0.000334,0.000848,0.001049,0.000918,0.000359,0.000301,1
1422,'2026/04/25 17:24:16:679',4,0.025731,0.00905,0.001619,0.000974,0.001928,0.001203,0.000441,0.000717,0.000921,0.000805,0.000516,0.000358,1
1423,'2026/04/25 17:24:16:710',4,0.020538,0.007905,0.00129,0.000795,0.001495,0.00093,0.000392,0.000569,0.000731,0.000651,0.000493,0.000318,1
1424,'2026/04/25 17:24:23:900',5,0.008342,0.006589,0.000618,0.000721,0.000377,0.000486,0.000596,0.000265,0.00042,0.000331,0.000507,0.000193,2
1425,'2026/04/25 17:24:23:944',5,0.008829,0.005843,0.000635,0.000612,0.00036,0.000419,0.00048,0.000231,0.00035,0.000316,0.000495,0.000181,2
1426,'2026/04/25 17:24:23:977',5,0.00877,0.005514,0.000579,0.000518,0.000311,0.000344,0.000392,0.000202,0.00029,0.000294,0.000452,0.000168,2
1427,'2026/04/25 17:24:24:011',5,0.008668,0.005693,0.000532,0.000448,0.00028,0.000301,0.000357,0.000194,0.0003,0.000349,0.000489,0.00021,2
1428,'2026/04/25 17:24:24:046',5,0.008573,0.00602,0.000486,0.000389,0.000258,0.000269,0.00032,0.000181,0.000294,0.000347,0.000523,0.000234,2
1429,'2026/04/25 17:24:24:077',5,0.008163,0.006768,0.000437,0.00034,0.000225,0.000226,0.000269,0.000161,0.000258,0.000311,0.00045,0.000216,2
1430,'2026/04/25 17:24:24:111',5,0.00745,0.006924,0.000393,0.000291,0.000199,0.000189,0.000227,0.000147,0.00022,0.000273,0.000388,0.000198,2
1431,'2026/04/25 17:24:24:145',5,0.006898,0.007116,0.000377,0.000254,0.000168,0.000161,0.000192,0.000135,0.00019,0.000235,0.000329,0.000173,2
1432,'2026/04/25 17:24:24:176',5,0.006525,0.006882,0.000369,0.00023,0.000148,0.00014,0.000161,0.000128,0.000167,0.000211,0.000294,0.000154,2
1433,'2026/04/25 17:24:24:210',5,0.006061,0.006922,0.000348,0.000201,0.000135,0.000126,0.000139,0.000115,0.00015,0.000198,0.000261,0.00014,2
1434,'2026/04/25 17:24:24:243',5,0.005539,0.006637,0.00033,0.00018,0.000124,0.000115,0.000126,0.000107,0.000139,0.000185,0.000235,0.000133,2
1435,'2026/04/25 17:24:24:275',5,0.004982,0.006195,0.000316,0.000163,0.000117,0.000106,0.000115,0.000104,0.000131,0.000179,0.000215,0.000128,2
1436,'2026/04/25 17:24:24:312',5,0.004585,0.005588,0.000294,0.00015,0.000112,0.000103,0.000103,0.000105,0.000127,0.000172,0.000202,0.000123,2
1437,'2026/04/25 17:24:24:345',5,0.004385,0.004905,0.00027,0.000144,0.000104,0.000098,0.000101,0.000101,0.000124,0.000166,0.000195,0.000121,2
1438,'2026/04/25 17:24:24:378',5,0.004295,0.004222,0.000255,0.000201,0.000284,0.000103,0.0001,0.000108,0.00013,0.000166,0.000196,0.000121,2
1439,'2026/04/25 17:24:24:411',5,0.005314,0.003931,0.000248,0.000205,0.000263,0.000101,0.000103,0.000107,0.000129,0.000163,0.000192,0.000121,2
1440,'2026/04/25 17:24:24:443',5,0.006105,0.003541,0.000282,0.000197,0.00023,0.000107,0.000101,0.000103,0.000125,0.000161,0.000179,0.000114,2
1441,'2026/04/25 17:24:24:479',5,0.006731,0.003122,0.000558,0.000268,0.000202,0.000138,0.000121,0.000098,0.000124,0.000159,0.000175,0.000111,2
1442,'2026/04/25 17:24:24:510',5,0.006108,0.00266,0.000641,0.000424,0.000178,0.000142,0.00018,0.000095,0.000119,0.000152,0.000172,0.000111,2
1443,'2026/04/25 17:24:24:542',5,0.006488,0.002284,0.000598,0.000579,0.000154,0.000144,0.000221,0.000091,0.000114,0.000148,0.000172,0.000107,2
1444,'2026/04/25 17:24:24:577',5,0.00745,0.002072,0.000616,0.000633,0.000147,0.00017,0.000233,0.0001,0.000117,0.00016,0.000178,0.000108,2
1445,'2026/04/25 17:24:24:611',5,0.008619,0.002064,0.000657,0.001022,0.000149,0.000173,0.000312,0.000101,0.000119,0.00019,0.000188,0.000107,2
1446,'2026/04/25 17:24:24:645',5,0.009493,0.001939,0.00063,0.001066,0.000147,0.00016,0.00032,0.000103,0.000123,0.000194,0.000206,0.000107,2
1447,'2026/04/25 17:24:24:677',5,0.029479,0.005224,0.000751,0.001425,0.000343,0.000265,0.000478,0.00028,0.000446,0.000575,0.000929,0.000154,2
1448,'2026/04/25 17:24:24:711',5,0.063121,0.009447,0.000927,0.001981,0.000695,0.000521,0.000673,0.000542,0.000966,0.001273,0.00203,0.000272,2
1449,'2026/04/25 17:24:24:743',5,0.090775,0.010149,0.001059,0.002515,0.001008,0.000737,0.000783,0.000845,0.001342,0.001799,0.002728,0.000407,2
1450,'2026/04/25 17:24:24:777',5,0.107976,0.009917,0.001216,0.003107,0.001255,0.00097,0.000802,0.001147,0.001651,0.002039,0.003003,0.000529,2
1451,'2026/04/25 17:24:24:810',5,0.116755,0.010384,0.001378,0.004065,0.00144,0.001113,0.000754,0.001419,0.001857,0.002228,0.003023,0.000725,2
1452,'2026/04/25 17:24:24:845',5,0.123195,0.011583,0.001599,0.004927,0.001684,0.001156,0.000696,0.001604,0.001979,0.002358,0.002967,0.000886,2
1453,'2026/04/25 17:24:24:877',5,0.122322,0.012541,0.001647,0.004517,0.001823,0.001345,0.00064,0.00183,0.001935,0.002323,0.002978,0.001062,2
1454,'2026/04/25 17:24:24:919',5,0.116122,0.012417,0.001851,0.004324,0.001829,0.001309,0.00063,0.001895,0.001798,0.002195,0.002879,0.001133,2
1455,'2026/04/25 17:24:24:963',5,0.106711,0.012382,0.002027,0.003955,0.001816,0.001207,0.000585,0.002086,0.001628,0.00196,0.002974,0.001133,2
1456,'2026/04/25 17:24:24:997',5,0.097528,0.011974,0.002062,0.003992,0.001751,0.001212,0.000543,0.002346,0.001534,0.001929,0.002957,0.001195,2
1457,'2026/04/25 17:24:25:030',5,0.089686,0.010485,0.001942,0.004505,0.0019,0.001253,0.000583,0.002626,0.001395,0.001952,0.002914,0.001336,2
1458,'2026/04/25 17:24:25:063',5,0.083856,0.009674,0.001867,0.004985,0.001979,0.001194,0.000642,0.002508,0.001316,0.002005,0.002949,0.001563,2
1459,'2026/04/25 17:24:25:098',5,0.081111,0.008991,0.001699,0.005124,0.001932,0.001161,0.00067,0.002589,0.00121,0.001877,0.003204,0.001659,2
1460,'2026/04/25 17:24:25:130',5,0.080064,0.008758,0.001547,0.00523,0.001894,0.001139,0.000715,0.00254,0.001117,0.001824,0.003451,0.00174,2
1461,'2026/04/25 17:24:25:163',5,0.080032,0.008316,0.001451,0.005234,0.001845,0.001102,0.000801,0.002297,0.001059,0.001856,0.003566,0.001831,2
1462,'2026/04/25 17:24:25:196',5,0.080565,0.007577,0.001388,0.005164,0.00181,0.001101,0.000768,0.002243,0.001102,0.002002,0.003773,0.001808,2
1463,'2026/04/25 17:24:25:230',5,0.079087,0.007104,0.001281,0.004911,0.001701,0.001045,0.000811,0.002244,0.001028,0.001825,0.003517,0.002078,2
1464,'2026/04/25 17:24:25:263',5,0.07867,0.006856,0.001462,0.004571,0.001745,0.001025,0.000739,0.002135,0.000944,0.001797,0.004011,0.002095,2
1465,'2026/04/25 17:24:25:296',5,0.075992,0.006297,0.001592,0.003997,0.001639,0.000961,0.000674,0.00198,0.000918,0.001719,0.004317,0.001989,2
1466,'2026/04/25 17:24:25:329',5,0.074548,0.00603,0.001739,0.004384,0.001664,0.001022,0.000692,0.002014,0.000896,0.001662,0.004199,0.001885,2
1467,'2026/04/25 17:24:25:364',5,0.072873,0.005474,0.001682,0.004018,0.001588,0.001032,0.00068,0.001989,0.000888,0.001692,0.003956,0.001978,2
1468,'2026/04/25 17:24:25:396',5,0.071417,0.004842,0.001619,0.00406,0.00157,0.001032,0.000618,0.001946,0.000878,0.001604,0.003911,0.001878,2
1469,'2026/04/25 17:24:25:431',5,0.070504,0.004408,0.001502,0.004171,0.00169,0.000955,0.000613,0.00206,0.000834,0.00149,0.003886,0.001743,2
1470,'2026/04/25 17:24:25:463',5,0.072016,0.004208,0.001465,0.004044,0.001709,0.001045,0.000632,0.002073,0.000881,0.00147,0.003969,0.001789,2
1471,'2026/04/25 17:24:25:497',5,0.072782,0.004103,0.001496,0.003955,0.00184,0.001094,0.00066,0.002038,0.00093,0.001452,0.003963,0.001863,2
1472,'2026/04/25 17:24:25:530',5,0.072516,0.00397,0.001471,0.003892,0.001865,0.001046,0.000705,0.001957,0.000964,0.001435,0.003958,0.001904,2
1473,'2026/04/25 17:24:25:564',5,0.071451,0.003826,0.001323,0.003673,0.001788,0.001013,0.000786,0.001962,0.000948,0.00146,0.004099,0.001959,2
1474,'2026/04/25 17:24:25:598',5,0.070425,0.003749,0.001216,0.003729,0.001703,0.001036,0.000799,0.001918,0.000882,0.001452,0.003839,0.002023,2
1475,'2026/04/25 17:24:25:630',5,0.07037,0.003438,0.001191,0.003574,0.001646,0.000983,0.000804,0.001885,0.000871,0.001514,0.003812,0.001981,2
1476,'2026/04/25 17:24:25:663',5,0.069423,0.003174,0.001124,0.00402,0.001587,0.000943,0.000824,0.001975,0.000982,0.001522,0.003966,0.001816,2
1477,'2026/04/25 17:24:25:697',5,0.067489,0.002938,0.001055,0.004171,0.001586,0.00092,0.000797,0.002008,0.000902,0.001426,0.003836,0.001716,2
1478,'2026/04/25 17:24:25:730',5,0.068291,0.003006,0.001027,0.004673,0.001705,0.000896,0.00086,0.001842,0.00091,0.001383,0.003455,0.001509,2
1479,'2026/04/25 17:24:25:764',5,0.067585,0.003056,0.000928,0.004257,0.001722,0.000966,0.000879,0.001901,0.000873,0.001299,0.00343,0.001605,2
1480,'2026/04/25 17:24:25:797',5,0.068112,0.002974,0.000897,0.004483,0.001659,0.000984,0.000836,0.001823,0.000821,0.001265,0.003412,0.001605,2
1481,'2026/04/25 17:24:25:830',5,0.06934,0.002831,0.000862,0.004059,0.00152,0.000895,0.000865,0.001736,0.000748,0.001337,0.003527,0.001575,2
1482,'2026/04/25 17:24:25:864',5,0.070936,0.002793,0.000884,0.004082,0.001759,0.000961,0.000864,0.001673,0.000686,0.001301,0.003612,0.001606,2
1483,'2026/04/25 17:24:25:896',5,0.071331,0.00258,0.000894,0.004152,0.001824,0.001046,0.000852,0.001638,0.000676,0.001326,0.003678,0.001641,2
1484,'2026/04/25 17:24:25:929',5,0.070645,0.0027,0.000881,0.004027,0.001914,0.000999,0.000863,0.001514,0.000658,0.001333,0.003692,0.001723,2
1485,'2026/04/25 17:24:25:963',5,0.070171,0.002968,0.000869,0.004083,0.0019,0.000926,0.000856,0.001437,0.000611,0.001417,0.004106,0.001736,2
1486,'2026/04/25 17:24:25:999',5,0.068913,0.002949,0.000845,0.004116,0.00177,0.000885,0.000793,0.00144,0.000635,0.001427,0.004369,0.001709,2
1487,'2026/04/25 17:24:26:030',5,0.068696,0.002829,0.000812,0.004122,0.00172,0.000837,0.000706,0.001433,0.00072,0.001272,0.004165,0.001603,2
1488,'2026/04/25 17:24:26:063',5,0.06881,0.002809,0.000834,0.004204,0.001644,0.000827,0.000694,0.001421,0.000726,0.001218,0.004229,0.001522,2
1489,'2026/04/25 17:24:26:096',5,0.066838,0.003087,0.000803,0.003995,0.001545,0.000892,0.000694,0.001411,0.000684,0.001052,0.004212,0.001451,2
1490,'2026/04/25 17:24:26:130',5,0.064794,0.00328,0.00074,0.003855,0.001505,0.000872,0.000639,0.001449,0.000667,0.000902,0.004196,0.001471,2
1491,'2026/04/25 17:24:26:164',5,0.06372,0.003237,0.000722,0.003628,0.001527,0.000831,0.000587,0.001384,0.000693,0.000776,0.004292,0.001603,2
1492,'2026/04/25 17:24:26:197',5,0.062543,0.003425,0.000798,0.003546,0.001558,0.000897,0.000555,0.001423,0.000694,0.000732,0.004266,0.001566,2
1493,'2026/04/25 17:24:26:231',5,0.063016,0.003442,0.000736,0.003189,0.001504,0.000852,0.000535,0.00149,0.000645,0.000685,0.004516,0.001534,2
1494,'2026/04/25 17:24:26:264',5,0.06222,0.003442,0.000767,0.003037,0.001395,0.00086,0.000501,0.00145,0.0006,0.000732,0.004313,0.001603,2
1495,'2026/04/25 17:24:26:298',5,0.060741,0.003257,0.000729,0.003006,0.001324,0.000891,0.000504,0.001478,0.000701,0.000906,0.003841,0.001978,2
1496,'2026/04/25 17:24:26:330',5,0.061283,0.003206,0.00086,0.003046,0.001342,0.000936,0.00053,0.001477,0.000796,0.000856,0.003605,0.001938,2
1497,'2026/04/25 17:24:26:364',5,0.060648,0.003129,0.000816,0.002834,0.001256,0.000923,0.000523,0.001564,0.000756,0.000749,0.00323,0.001855,2
1498,'2026/04/25 17:24:26:397',5,0.06029,0.003155,0.000872,0.002869,0.001131,0.000948,0.000536,0.001651,0.000705,0.000679,0.003136,0.001797,2
1499,'2026/04/25 17:24:26:430',5,0.060358,0.003296,0.00093,0.002755,0.001181,0.001083,0.000554,0.001661,0.000686,0.000665,0.003034,0.001744,2
1500,'2026/04/25 17:24:26:464',5,0.060799,0.003548,0.000925,0.003039,0.00121,0.001162,0.000547,0.001816,0.000671,0.000734,0.00267,0.001753,2
1501,'2026/04/25 17:24:26:497',5,0.065157,0.003575,0.000927,0.003103,0.001256,0.001053,0.000541,0.001826,0.000626,0.000732,0.002543,0.001565,2
1502,'2026/04/25 17:24:26:531',5,0.067362,0.003532,0.001034,0.003308,0.001211,0.001032,0.000552,0.001756,0.000653,0.000773,0.002355,0.001569,2
1503,'2026/04/25 17:24:26:562',5,0.068309,0.003639,0.001177,0.003569,0.001242,0.001084,0.000564,0.001722,0.000635,0.000709,0.002388,0.001647,2
1504,'2026/04/25 17:24:26:653',5,0.066238,0.003665,0.001194,0.003388,0.0014,0.001072,0.000571,0.001702,0.000661,0.000745,0.002556,0.001745,2
1505,'2026/04/25 17:24:26:718',5,0.065213,0.003561,0.001212,0.003781,0.001387,0.001151,0.000598,0.001594,0.000604,0.000794,0.002583,0.001673,2
1506,'2026/04/25 17:24:26:763',5,0.066039,0.003508,0.001223,0.004105,0.001427,0.001186,0.000634,0.00173,0.000537,0.000804,0.002714,0.001705,2
1507,'2026/04/25 17:24:26:798',5,0.066843,0.003522,0.001207,0.004328,0.001524,0.001262,0.000642,0.001718,0.000597,0.001094,0.002826,0.00162,2
1508,'2026/04/25 17:24:26:830',5,0.066876,0.003494,0.001179,0.004222,0.001591,0.001229,0.000643,0.001662,0.000584,0.001245,0.003104,0.001716,2
1509,'2026/04/25 17:24:26:865',5,0.069041,0.003427,0.001195,0.003803,0.001524,0.001142,0.000639,0.001566,0.000533,0.001233,0.003109,0.00174,2
