@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute outputs-1 {0,1,2}

@data
1840,'2026/04/25 17:24:53:566',7,0.07071,0.004086,0.001655,0.003355,0.001374,0.000942,0.000176,0.000865,0.001081,0.001198,0.002556,0.000835,2
1841,'2026/04/25 17:24:53:596',7,0.071857,0.004583,0.001765,0.003135,0.001343,0.000912,0.000173,0.000802,0.001047,0.001227,0.002401,0.000779,2
1842,'2026/04/25 17:24:53:631',7,0.072592,0.005517,0.002362,0.003749,0.001784,0.001509,0.000664,0.00194,0.001709,0.00177,0.00329,0.001056,2
1843,'2026/04/25 17:24:53:665',7,0.070698,0.00644,0.002838,0.003697,0.001858,0.001474,0.000781,0.002097,0.001737,0.001756,0.003269,0.001087,2
1844,'2026/04/25 17:24:53:696',7,0.069527,0.006654,0.002877,0.004233,0.001837,0.00142,0.000708,0.001883,0.001713,0.001882,0.003223,0.001029,2
1845,'2026/04/25 17:24:53:730',7,0.070443,0.006762,0.002776,0.00422,0.001838,0.001255,0.00061,0.001645,0.001647,0.001659,0.003001,0.000967,2
1846,'2026/04/25 17:24:53:766',7,0.072553,0.00665,0.00274,0.004298,0.001777,0.001295,0.000506,0.001456,0.001522,0.001493,0.00274,0.000902,2
1847,'2026/04/25 17:24:53:799',7,0.073624,0.006707,0.002655,0.004321,0.001691,0.00127,0.000423,0.001315,0.001515,0.001309,0.002489,0.00083,2
1848,'2026/04/25 17:24:53:832',7,0.07498,0.006492,0.002679,0.004033,0.001769,0.001251,0.000357,0.001191,0.001485,0.001174,0.00226,0.000768,2
1849,'2026/04/25 17:24:53:864',7,0.073926,0.006422,0.002629,0.004174,0.001797,0.001159,0.00031,0.001091,0.001319,0.001166,0.002182,0.000771,2
1850,'2026/04/25 17:24:53:898',7,0.07364,0.006785,0.002532,0.004214,0.001662,0.001129,0.000271,0.000997,0.001204,0.001203,0.002341,0.000762,2
1851,'2026/04/25 17:24:53:930',7,0.073156,0.006831,0.002551,0.004327,0.001608,0.001105,0.000251,0.000971,0.001192,0.001212,0.002659,0.000773,2
1852,'2026/04/25 17:24:53:964',7,0.073953,0.007447,0.002532,0.004422,0.001597,0.001127,0.000235,0.000982,0.001253,0.001162,0.002862,0.000808,2
1853,'2026/04/25 17:24:53:998',7,0.073973,0.00817,0.002459,0.00451,0.001644,0.001153,0.000213,0.000992,0.001288,0.001178,0.002753,0.000831,2
1854,'2026/04/25 17:24:54:032',7,0.074298,0.009351,0.002537,0.004383,0.00168,0.001105,0.000199,0.000953,0.001346,0.001218,0.002663,0.000839,2
1855,'2026/04/25 17:24:54:065',7,0.073796,0.010212,0.002546,0.005206,0.001654,0.001019,0.000196,0.000895,0.001359,0.001152,0.002627,0.000927,2
1856,'2026/04/25 17:24:54:098',7,0.072285,0.011258,0.002485,0.004992,0.001624,0.001193,0.000189,0.000849,0.001245,0.001056,0.002693,0.000978,2
1857,'2026/04/25 17:24:54:131',7,0.07164,0.010902,0.002435,0.005069,0.001633,0.001403,0.000198,0.000935,0.001143,0.000975,0.002534,0.001018,2
1858,'2026/04/25 17:24:54:165',7,0.069242,0.010222,0.002441,0.004666,0.001571,0.001526,0.000192,0.000849,0.001126,0.000934,0.002394,0.000998,2
1859,'2026/04/25 17:24:54:198',7,0.067199,0.009423,0.002537,0.005123,0.001477,0.00151,0.000183,0.000783,0.001285,0.000844,0.002543,0.000987,2
1860,'2026/04/25 17:24:54:233',7,0.065806,0.008842,0.002432,0.004557,0.001538,0.001573,0.000196,0.000832,0.001166,0.000834,0.002349,0.001052,2
1861,'2026/04/25 17:24:54:265',7,0.063798,0.008587,0.002457,0.004476,0.001511,0.001513,0.000208,0.000894,0.001073,0.000763,0.002091,0.001103,2
1862,'2026/04/25 17:24:54:297',7,0.064213,0.007986,0.00248,0.004417,0.001602,0.001494,0.000215,0.000901,0.001013,0.000783,0.002088,0.001156,2
1863,'2026/04/25 17:24:54:331',7,0.0687,0.00757,0.003193,0.004679,0.001777,0.001489,0.00038,0.000863,0.000947,0.000768,0.002169,0.001208,2
1864,'2026/04/25 17:24:54:364',7,0.072317,0.007451,0.003798,0.005274,0.001844,0.001498,0.000504,0.000887,0.000927,0.00078,0.002091,0.001246,2
1865,'2026/04/25 17:24:54:399',7,0.072434,0.007081,0.003863,0.005647,0.001794,0.00152,0.000494,0.000998,0.000872,0.000779,0.002004,0.001241,2
1866,'2026/04/25 17:24:54:432',7,0.070573,0.006392,0.003581,0.005326,0.001786,0.001462,0.000433,0.001072,0.000853,0.000734,0.0018,0.001259,2
1867,'2026/04/25 17:24:54:464',7,0.070675,0.006128,0.003396,0.005068,0.001747,0.00142,0.000362,0.001137,0.000808,0.000687,0.001694,0.001421,2
1868,'2026/04/25 17:24:54:499',7,0.071376,0.006119,0.003091,0.004944,0.001692,0.00138,0.00031,0.001234,0.000789,0.000639,0.001588,0.001566,2
1869,'2026/04/25 17:24:54:531',7,0.071907,0.006613,0.002749,0.005199,0.001669,0.001355,0.000276,0.001263,0.000811,0.000648,0.00144,0.00162,2
1870,'2026/04/25 17:24:54:565',7,0.073318,0.007415,0.002542,0.005206,0.001641,0.001291,0.000254,0.00135,0.000839,0.000684,0.001339,0.001616,2
1871,'2026/04/25 17:24:54:599',7,0.073094,0.008635,0.002482,0.005022,0.001671,0.001289,0.000232,0.001371,0.000854,0.000727,0.001381,0.001575,2
1872,'2026/04/25 17:24:54:632',7,0.072553,0.009121,0.002351,0.005042,0.001642,0.00134,0.000209,0.001464,0.000867,0.00072,0.001475,0.001557,2
1873,'2026/04/25 17:24:54:666',7,0.071172,0.008811,0.002352,0.004864,0.001652,0.00144,0.000198,0.001437,0.000909,0.000691,0.001407,0.001476,2
1874,'2026/04/25 17:24:54:698',7,0.070116,0.008355,0.002328,0.004797,0.001568,0.001447,0.000187,0.001651,0.000868,0.000771,0.001383,0.001526,2
1875,'2026/04/25 17:24:54:730',7,0.071616,0.008033,0.002311,0.004498,0.001611,0.001344,0.000173,0.001507,0.000837,0.000775,0.001312,0.001522,2
1876,'2026/04/25 17:24:54:766',7,0.074603,0.007278,0.002362,0.004574,0.001498,0.001442,0.000163,0.001448,0.000957,0.000917,0.001429,0.001521,2
1877,'2026/04/25 17:24:54:798',7,0.07904,0.007104,0.00247,0.004692,0.001528,0.001545,0.000158,0.001404,0.000998,0.000914,0.001701,0.001581,2
1878,'2026/04/25 17:24:54:831',7,0.082181,0.007,0.002575,0.004913,0.00153,0.001491,0.000147,0.001367,0.00104,0.000967,0.001682,0.001617,2
1879,'2026/04/25 17:24:54:864',7,0.083756,0.007001,0.00258,0.004786,0.001569,0.001537,0.000156,0.001356,0.001003,0.000962,0.001614,0.001626,2
1880,'2026/04/25 17:24:54:898',7,0.085479,0.007128,0.00247,0.00496,0.001591,0.001542,0.000163,0.001388,0.001,0.00102,0.001572,0.001685,2
1881,'2026/04/25 17:24:54:931',7,0.086592,0.00737,0.002393,0.005258,0.001653,0.001486,0.00018,0.001387,0.001022,0.00104,0.001582,0.001699,2
1882,'2026/04/25 17:24:54:963',7,0.08695,0.007537,0.002294,0.005147,0.001672,0.001409,0.000199,0.00132,0.001058,0.001005,0.001621,0.001621,2
1883,'2026/04/25 17:24:54:998',7,0.087121,0.008222,0.002243,0.005039,0.001578,0.001387,0.000209,0.001299,0.001073,0.001028,0.001652,0.001558,2
1884,'2026/04/25 17:24:55:030',7,0.086888,0.00975,0.002262,0.004949,0.001584,0.001393,0.000213,0.001304,0.001084,0.001042,0.001597,0.001531,2
1885,'2026/04/25 17:24:55:065',7,0.08607,0.01113,0.002166,0.00517,0.001559,0.001379,0.00022,0.001276,0.001079,0.000997,0.001595,0.001554,2
1886,'2026/04/25 17:24:55:098',7,0.08521,0.01192,0.002156,0.005195,0.001492,0.001373,0.000219,0.001302,0.001024,0.001064,0.001605,0.001538,2
1887,'2026/04/25 17:24:55:132',7,0.085404,0.010945,0.00219,0.00533,0.001453,0.001314,0.000207,0.001286,0.000977,0.001134,0.00156,0.001429,2
1888,'2026/04/25 17:24:55:165',7,0.083803,0.010844,0.002787,0.005026,0.001501,0.001171,0.000255,0.001455,0.000995,0.001165,0.001566,0.001396,2
1889,'2026/04/25 17:24:55:198',7,0.084807,0.009698,0.003982,0.004787,0.001635,0.001379,0.0003,0.001389,0.000961,0.001306,0.001582,0.001326,2
1890,'2026/04/25 17:24:55:230',7,0.084571,0.009071,0.004736,0.00473,0.00179,0.001448,0.000311,0.001315,0.000921,0.001231,0.001423,0.001345,2
1891,'2026/04/25 17:24:55:265',7,0.085402,0.008291,0.005026,0.004713,0.00177,0.001518,0.000303,0.001245,0.000954,0.001193,0.001485,0.001412,2
1892,'2026/04/25 17:24:55:299',7,0.084721,0.007887,0.005016,0.004573,0.00178,0.001566,0.000293,0.001175,0.000911,0.001046,0.001546,0.001502,2
1893,'2026/04/25 17:24:55:331',7,0.084023,0.008241,0.005094,0.00476,0.001712,0.0015,0.000319,0.001219,0.000917,0.000986,0.001663,0.001499,2
1894,'2026/04/25 17:24:55:365',7,0.084114,0.008466,0.004993,0.004608,0.001629,0.001524,0.000333,0.001239,0.000914,0.001043,0.001657,0.001552,2
1895,'2026/04/25 17:24:55:398',7,0.082549,0.008385,0.005294,0.005141,0.001723,0.00156,0.000408,0.001362,0.000941,0.000994,0.001627,0.001476,2
1896,'2026/04/25 17:24:55:431',7,0.08087,0.008045,0.006059,0.006124,0.002088,0.001734,0.000629,0.001875,0.001248,0.001069,0.001547,0.001472,2
1897,'2026/04/25 17:24:55:465',7,0.081684,0.007795,0.006369,0.008005,0.00268,0.001894,0.000789,0.003286,0.00231,0.001249,0.001784,0.00164,2
1898,'2026/04/25 17:24:55:498',7,0.083252,0.007451,0.006255,0.009889,0.00314,0.001998,0.000842,0.004797,0.003342,0.001417,0.002069,0.001935,2
1899,'2026/04/25 17:24:55:530',7,0.081403,0.007021,0.00577,0.010527,0.003451,0.002004,0.000782,0.006225,0.00382,0.001487,0.00215,0.002037,2
1900,'2026/04/25 17:24:55:565',7,0.080021,0.006607,0.0053,0.010523,0.003499,0.001986,0.000707,0.006664,0.003822,0.001491,0.002052,0.001944,2
1901,'2026/04/25 17:24:55:599',7,0.079776,0.006364,0.004701,0.010386,0.00355,0.002,0.000639,0.006043,0.003354,0.001347,0.001977,0.001725,2
1902,'2026/04/25 17:24:55:631',7,0.078795,0.006339,0.004227,0.009592,0.003165,0.001994,0.000531,0.004925,0.00277,0.001334,0.001742,0.00151,2
1903,'2026/04/25 17:24:55:665',7,0.078949,0.005706,0.00374,0.00863,0.002772,0.001784,0.000446,0.003929,0.002329,0.001189,0.001566,0.001261,2
1904,'2026/04/25 17:24:55:699',7,0.078237,0.005417,0.003565,0.008463,0.00251,0.001726,0.000421,0.003292,0.00194,0.001142,0.001462,0.001241,2
1905,'2026/04/25 17:24:55:732',7,0.077356,0.005609,0.003377,0.008096,0.002299,0.001638,0.000552,0.002784,0.001662,0.001224,0.001411,0.001118,2
1906,'2026/04/25 17:24:55:765',7,0.077702,0.005958,0.003339,0.009097,0.002228,0.001508,0.00082,0.002432,0.00148,0.001571,0.001461,0.001111,2
1907,'2026/04/25 17:24:55:798',7,0.079113,0.006746,0.003412,0.008984,0.00233,0.001596,0.00118,0.002241,0.002904,0.002004,0.001384,0.00109,2
1908,'2026/04/25 17:24:55:831',7,0.080206,0.007123,0.003279,0.00912,0.00354,0.001741,0.001355,0.00221,0.007398,0.002804,0.00139,0.001145,2
1909,'2026/04/25 17:24:55:865',7,0.080114,0.007539,0.003213,0.008218,0.004267,0.001973,0.001426,0.002092,0.011079,0.003086,0.00138,0.001334,2
1910,'2026/04/25 17:24:55:898',7,0.080343,0.007186,0.00296,0.008299,0.0041,0.002168,0.001442,0.001911,0.012521,0.0028,0.001393,0.001372,2
1911,'2026/04/25 17:24:55:931',7,0.081067,0.006612,0.002992,0.009679,0.00376,0.002365,0.002118,0.001827,0.013299,0.002896,0.001403,0.001422,2
1912,'2026/04/25 17:24:55:964',7,0.081448,0.006063,0.003246,0.012217,0.003353,0.002247,0.003001,0.001773,0.011495,0.003683,0.00141,0.001396,2
1913,'2026/04/25 17:24:55:998',7,0.082466,0.005766,0.003493,0.014581,0.002997,0.002036,0.003723,0.001778,0.009333,0.004216,0.001336,0.001353,2
1914,'2026/04/25 17:24:56:032',7,0.083109,0.006221,0.003588,0.01688,0.002617,0.0019,0.004236,0.001728,0.007371,0.00415,0.001292,0.001314,2
1915,'2026/04/25 17:24:56:066',7,0.083272,0.006672,0.003452,0.018807,0.002335,0.001847,0.004398,0.00158,0.005742,0.004203,0.001238,0.001229,2
1916,'2026/04/25 17:24:56:098',7,0.082115,0.006634,0.003308,0.018733,0.002098,0.001784,0.004657,0.001442,0.004533,0.004621,0.001236,0.001115,2
1917,'2026/04/25 17:24:56:133',7,0.080618,0.006223,0.00328,0.017326,0.001814,0.001719,0.005327,0.00134,0.0036,0.004665,0.001193,0.000994,2
1918,'2026/04/25 17:24:56:166',7,0.079953,0.005902,0.003171,0.016353,0.00158,0.001668,0.005564,0.001325,0.002907,0.004388,0.001084,0.000913,2
1919,'2026/04/25 17:24:56:199',7,0.080091,0.006402,0.002911,0.016133,0.001355,0.001678,0.005161,0.001301,0.002424,0.004161,0.00101,0.000905,2
1920,'2026/04/25 17:24:56:233',7,0.08093,0.006721,0.002745,0.015209,0.001315,0.001595,0.004747,0.001205,0.002137,0.003918,0.001098,0.00087,2
1921,'2026/04/25 17:24:56:265',7,0.080993,0.007178,0.002791,0.015609,0.001214,0.001504,0.004395,0.001279,0.001853,0.003734,0.001052,0.000836,2
1922,'2026/04/25 17:24:56:298',7,0.084417,0.007767,0.002743,0.015393,0.001235,0.001442,0.004521,0.001328,0.001625,0.00389,0.000968,0.000885,2
1923,'2026/04/25 17:24:56:332',7,0.085561,0.008603,0.002686,0.013308,0.001195,0.001432,0.004564,0.001291,0.001489,0.00407,0.000878,0.000968,2
1924,'2026/04/25 17:24:56:365',7,0.085209,0.009144,0.002695,0.012315,0.001149,0.001348,0.004008,0.001247,0.001568,0.00449,0.000778,0.000905,2
1925,'2026/04/25 17:24:56:398',7,0.084,0.009031,0.002662,0.013138,0.001114,0.001324,0.004181,0.001203,0.0015,0.004515,0.000766,0.000879,2
1926,'2026/04/25 17:24:56:431',7,0.083006,0.009453,0.002881,0.014218,0.001104,0.001393,0.004409,0.001259,0.001428,0.004203,0.000776,0.001065,2
1927,'2026/04/25 17:24:56:463',7,0.083501,0.008452,0.003138,0.014807,0.001074,0.001383,0.004133,0.001295,0.001343,0.003736,0.00078,0.001173,2
1928,'2026/04/25 17:24:56:499',7,0.083646,0.007803,0.003467,0.015364,0.001038,0.00136,0.003734,0.001314,0.001297,0.003321,0.000873,0.00125,2
1929,'2026/04/25 17:24:56:531',7,0.081858,0.007359,0.003754,0.01533,0.001052,0.001372,0.003346,0.001346,0.001309,0.002926,0.000972,0.001292,2
1930,'2026/04/25 17:24:56:565',7,0.079217,0.006793,0.003772,0.014553,0.001042,0.001386,0.003004,0.001296,0.001313,0.002603,0.00101,0.001254,2
1931,'2026/04/25 17:24:56:598',7,0.07599,0.006437,0.003737,0.013605,0.001059,0.001347,0.002865,0.001301,0.001279,0.002392,0.00104,0.001121,2
1932,'2026/04/25 17:24:56:632',7,0.073769,0.006029,0.003644,0.012764,0.001225,0.001323,0.002819,0.001327,0.001197,0.002134,0.001058,0.001021,2
1933,'2026/04/25 17:24:56:665',7,0.073959,0.005896,0.003528,0.012288,0.001349,0.001254,0.002642,0.001276,0.001133,0.001868,0.00105,0.001052,2
1934,'2026/04/25 17:24:56:698',7,0.074627,0.006152,0.003502,0.011685,0.001392,0.001196,0.002289,0.00123,0.001273,0.001626,0.001062,0.001073,2
1935,'2026/04/25 17:24:56:731',7,0.073256,0.00601,0.003198,0.01072,0.001422,0.001195,0.001904,0.00123,0.001335,0.001404,0.001096,0.00097,2
1936,'2026/04/25 17:24:56:765',7,0.071326,0.006018,0.003188,0.009605,0.001387,0.00128,0.001564,0.001202,0.001226,0.001165,0.001126,0.001048,2
1937,'2026/04/25 17:24:56:799',7,0.066997,0.005268,0.002838,0.008302,0.001456,0.001169,0.001242,0.001278,0.001179,0.000975,0.001103,0.001003,2
1938,'2026/04/25 17:24:56:832',7,0.066851,0.005083,0.002543,0.007669,0.001421,0.001082,0.000981,0.001233,0.001367,0.000839,0.001027,0.000971,2
1939,'2026/04/25 17:24:56:865',7,0.06704,0.004581,0.002232,0.006838,0.001412,0.001019,0.00076,0.001296,0.001208,0.000774,0.001051,0.000884,2
1940,'2026/04/25 17:24:56:899',7,0.069019,0.004376,0.001952,0.00659,0.001472,0.001043,0.000582,0.001476,0.001199,0.000709,0.001143,0.000901,2
1941,'2026/04/25 17:24:56:932',7,0.071781,0.004309,0.001903,0.005961,0.001434,0.001075,0.000455,0.001478,0.001237,0.000681,0.001235,0.001009,2
1942,'2026/04/25 17:24:56:965',7,0.077045,0.004691,0.002034,0.006036,0.001471,0.001161,0.000378,0.001377,0.001352,0.000651,0.001302,0.001109,2
1943,'2026/04/25 17:24:56:998',7,0.079636,0.004884,0.002033,0.006083,0.001607,0.001312,0.000483,0.001425,0.001458,0.000639,0.001497,0.001162,2
1944,'2026/04/25 17:24:57:031',7,0.078914,0.004995,0.002151,0.006175,0.001662,0.001442,0.000584,0.001406,0.00148,0.000658,0.001635,0.001186,2
1945,'2026/04/25 17:24:57:063',7,0.075703,0.00501,0.002162,0.006263,0.001653,0.001523,0.000525,0.001272,0.001463,0.000676,0.001556,0.001225,2
